link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_bike,person_vol_walk,MEU_vol_auto,MEU_vol_bike,MEU_vol_walk,mode_cap_auto,mode_cap_bike,mode_cap_walk,mode_VOC_auto,mode_VOC_bike,mode_VOC_walk,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
63,63,bpr,20,22,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,25040.061,-1.000,0.000,0.000,0.000,0.000,,,,0.000,25040.061,449.242,0.000,0.000,0.000,4.933,4.933,5075.697,5075.697,0.000,0.000,0.000,1.000,1.000,25040.060,0.955,1.142,37.725,1.083,60.000,51.000,0.400,4.000,0.000,0.000,77812.492,1538169600.000,77812.492,1538169600.000,1538167424.000,1538167040.000,"LINESTRING (-96.711191 43.515598, -96.731248 43.515123)",19115.952,1675.108,4249.000,25040.060,25040.060,25040.060,4.933,41.733,25.040,4.933,41.733,25.040,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,25040.059,25040.059,0.000,0.000,0.000,0.000,4.933,4.933,0.000,37.725,37.725,0.000,period-based
64,64,bpr,21,20,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20393.062,-1.000,0.000,0.000,0.000,0.000,,,,0.000,20393.062,243.465,0.000,0.000,0.000,4.030,4.030,5059.912,5059.912,0.000,0.000,0.000,1.000,1.000,20393.063,0.955,1.142,29.844,1.083,60.000,51.000,0.400,4.000,0.001,0.000,76046.227,661348416.000,76046.227,661348416.000,661346368.000,661345984.000,"LINESTRING (-96.730916 43.510228, -96.711122 43.515076)",8023.040,4109.639,8260.383,20393.063,20393.063,20393.063,4.030,33.988,20.393,4.030,33.988,20.393,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20393.062,20393.062,0.000,0.000,0.000,0.000,4.030,4.030,0.000,29.844,29.844,0.000,period-based
65,65,bpr,21,22,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,21387.514,-1.000,0.000,0.000,0.000,0.000,,,,0.000,21387.514,85.905,0.000,0.000,0.000,4.089,4.089,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,21387.515,0.955,1.142,31.511,1.083,60.000,51.000,0.400,4.000,0.001,0.000,26584.852,279701920.000,26584.852,279701920.000,279701184.000,279701056.000,"LINESTRING (-96.730715 43.510501, -96.730977 43.514874)",10834.199,4265.669,6287.647,21387.515,21387.515,21387.515,4.089,35.646,21.388,4.089,35.646,21.388,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21387.515,21387.515,0.000,0.000,0.000,0.000,4.089,4.089,0.000,31.511,31.511,0.000,period-based
66,66,bpr,21,24,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20232.555,-1.000,0.000,0.000,0.000,0.000,,,,0.000,20232.555,135.382,0.000,0.000,0.000,4.141,4.141,4885.358,4885.358,0.000,0.000,0.000,1.000,1.000,20232.555,0.955,1.142,29.576,1.083,60.000,51.000,0.400,4.000,0.001,0.000,37723.844,317864608.000,37723.844,317864608.000,317863616.000,317863424.000,"LINESTRING (-96.731078 43.510731, -96.749299 43.503410)",5542.495,5903.214,8786.845,20232.555,20232.555,20232.555,4.141,33.721,20.233,4.141,33.721,20.233,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20232.555,20232.555,0.000,0.000,0.000,0.000,4.141,4.141,0.000,29.576,29.576,0.000,period-based
67,67,bpr,22,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,41088.621,-1.000,0.000,0.000,0.000,0.000,,,,0.000,41088.621,154.064,0.000,0.000,0.000,4.280,4.280,9599.181,9599.181,0.000,0.000,0.000,1.000,1.000,41088.623,0.955,1.142,66.399,1.083,60.000,51.000,0.400,4.000,0.000,0.000,76610.234,10979440640.000,76610.234,10979440640.000,10979438592.000,10979437568.000,"LINESTRING (-96.730977 43.514863, -96.731239 43.529406)",36331.964,1924.555,2832.103,41088.623,41088.623,41088.623,4.280,68.481,41.089,4.280,68.481,41.089,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,41088.624,41088.624,0.000,0.000,0.000,0.000,4.280,4.280,0.000,66.399,66.399,0.000,period-based
68,68,bpr,22,20,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,26230.701,-1.000,0.000,0.000,0.000,0.000,,,,0.000,26230.701,539.956,0.000,0.000,0.000,5.168,5.168,5075.697,5075.697,0.000,0.000,0.000,1.000,1.000,26230.701,0.955,1.142,39.779,1.083,60.000,51.000,0.400,4.000,0.000,0.000,81512.438,1940330240.000,81512.438,1940330240.000,1940328064.000,1940327680.000,"LINESTRING (-96.731235 43.514593, -96.711179 43.515069)",19182.921,2082.530,4965.250,26230.701,26230.701,26230.701,5.168,43.718,26.231,5.168,43.718,26.231,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,26230.702,26230.702,0.000,0.000,0.000,0.000,5.168,5.168,0.000,39.779,39.779,0.000,period-based
69,69,bpr,22,21,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,21954.535,-1.000,0.000,0.000,0.000,0.000,,,,0.000,21954.535,95.163,0.000,0.000,0.000,4.198,4.198,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,21954.534,0.955,1.142,32.466,1.083,60.000,51.000,0.400,4.000,0.001,0.000,27289.664,318796576.000,27289.664,318796576.000,318795840.000,318795712.000,"LINESTRING (-96.731506 43.514842, -96.731244 43.510469)",11157.712,4571.516,6225.307,21954.534,21954.534,21954.534,4.198,36.591,21.955,4.198,36.591,21.955,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21954.535,21954.535,0.000,0.000,0.000,0.000,4.198,4.198,0.000,32.466,32.466,0.000,period-based
70,70,bpr,22,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,21063.010,-1.000,0.000,0.000,0.000,0.000,,,,0.000,21063.010,192.953,0.000,0.000,0.000,4.213,4.213,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,21063.009,0.955,1.142,30.965,1.083,60.000,51.000,0.400,4.000,0.001,0.000,52362.984,518235072.000,52362.984,518235072.000,518233664.000,518233408.000,"LINESTRING (-96.731241 43.515123, -96.750904 43.515123)",10589.720,4206.922,6266.366,21063.009,21063.009,21063.009,4.213,35.105,21.063,4.213,35.105,21.063,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21063.009,21063.009,0.000,0.000,0.000,0.000,4.213,4.213,0.000,30.965,30.965,0.000,period-based
71,71,bpr,23,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20788.871,-1.000,0.000,0.000,0.000,0.000,,,,0.000,20788.871,194.513,0.000,0.000,0.000,4.221,4.221,4924.791,4924.791,0.000,0.000,0.000,1.000,1.000,20788.872,0.955,1.142,30.506,1.083,60.000,51.000,0.400,4.000,0.001,0.000,51681.469,485377984.000,51681.469,485377984.000,485376608.000,485376352.000,"LINESTRING (-96.750640 43.514861, -96.750771 43.529309)",2965.917,6635.604,11187.351,20788.872,20788.872,20788.872,4.221,34.648,20.789,4.221,34.648,20.789,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20788.871,20788.871,0.000,0.000,0.000,0.000,4.221,4.221,0.000,30.506,30.506,0.000,period-based
72,72,bpr,23,22,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20429.725,-1.000,0.000,0.000,0.000,0.000,,,,0.000,20429.725,171.233,0.000,0.000,0.000,4.086,4.086,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,20429.724,0.955,1.142,29.905,1.083,60.000,51.000,0.400,4.000,0.001,0.000,50788.625,444876160.000,50788.625,444876160.000,444874816.000,444874560.000,"LINESTRING (-96.750904 43.514593, -96.731241 43.514593)",10374.651,4120.496,5934.577,20429.724,20429.724,20429.724,4.086,34.050,20.430,4.086,34.050,20.430,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20429.724,20429.724,0.000,0.000,0.000,0.000,4.086,4.086,0.000,29.905,29.905,0.000,period-based
73,73,bpr,23,24,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,19293.830,-1.000,0.000,0.000,0.000,0.000,,,,0.000,19293.830,64.496,0.000,0.000,0.000,3.799,3.799,5078.508,5078.508,0.000,0.000,0.000,1.000,1.000,19293.829,0.955,1.142,28.014,1.083,60.000,51.000,0.400,4.000,0.001,0.000,23982.387,167106400.000,23982.387,167106400.000,167105760.000,167105648.000,"LINESTRING (-96.751166 43.514820, -96.749462 43.503126)",7302.968,5097.831,6893.031,19293.829,19293.829,19293.829,3.799,32.156,19.294,3.799,32.156,19.294,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19293.829,19293.829,0.000,0.000,0.000,0.000,3.799,3.799,0.000,28.014,28.014,0.000,period-based
74,74,bpr,24,13,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20505.574,-1.000,0.000,0.000,0.000,0.000,,,,0.000,20505.574,161.884,0.000,0.000,0.000,4.028,4.028,5091.256,5091.256,0.000,0.000,0.000,1.000,1.000,20505.573,0.955,1.142,30.032,1.083,60.000,51.000,0.400,4.000,0.001,0.000,50977.188,453195936.000,50977.188,453195936.000,453194560.000,453194336.000,"LINESTRING (-96.749272 43.503419, -96.793448 43.490962)",5104.575,6072.358,9328.641,20505.573,20505.573,20505.573,4.028,34.176,20.506,4.028,34.176,20.506,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20505.573,20505.573,0.000,0.000,0.000,0.000,4.028,4.028,0.000,30.032,30.032,0.000,period-based
75,75,bpr,24,21,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,19701.482,-1.000,0.000,0.000,0.000,0.000,,,,0.000,19701.482,122.021,0.000,0.000,0.000,4.033,4.033,4885.358,4885.358,0.000,0.000,0.000,1.000,1.000,19701.482,0.955,1.142,28.691,1.083,60.000,51.000,0.400,4.000,0.001,0.000,36733.652,278281920.000,36733.652,278281920.000,278280928.000,278280768.000,"LINESTRING (-96.749102 43.502919, -96.730880 43.510239)",5698.058,5423.509,8579.915,19701.482,19701.482,19701.482,4.033,32.836,19.701,4.033,32.836,19.701,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19701.482,19701.482,0.000,0.000,0.000,0.000,4.033,4.033,0.000,28.691,28.691,0.000,period-based
76,76,bpr,24,23,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,19525.418,-1.000,0.000,0.000,0.000,0.000,,,,0.000,19525.418,67.551,0.000,0.000,0.000,3.845,3.845,5078.508,5078.508,0.000,0.000,0.000,1.000,1.000,19525.418,0.955,1.142,28.398,1.083,60.000,51.000,0.400,4.000,0.001,0.000,24270.252,177378784.000,24270.252,177378784.000,177378128.000,177378016.000,"LINESTRING (-96.748938 43.503202, -96.750642 43.514896)",7056.017,5258.496,7210.905,19525.418,19525.418,19525.418,3.845,32.542,19.525,3.845,32.542,19.525,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19525.418,19525.418,0.000,0.000,0.000,0.000,3.845,3.845,0.000,28.398,28.398,0.000,period-based
