first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_agent_type_sequence,information_type,agent_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, ODME_TT_0,ODME_TT_1,ODME_TT_2,ODME_Vol_0,ODME_Vol_1,ODME_Vol_2,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,1284,21,14,20,13,21->14,3,4,,,0,d,am,38.7576,0.0771,0.0290,0.0035,0.0000,38.7576,38.7576,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0290,0.0290,0.0100,0.0062,21;22;23;14;,65;70;71;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",,,0.002;0.004;0.004;,0.002;0.004;0.004;,
,1285,21,14,20,13,21->14,0,1,,,0,d,am,308.9555,0.0771,0.0258,0.0000,0.0000,308.9555,308.9555,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0258,0.0258,0.0090,0.0056,21;24;23;14;,66;76;71;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",,,0.003;0.002;0.004;,0.003;0.002;0.004;,
,1286,21,14,20,13,21->14,1,2,,,0,d,am,33.3138,0.0771,0.0441,0.0192,0.0000,33.3138,33.3138,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0441,0.0441,0.0190,0.0118,21;20;22;23;14;,64;63;70;71;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",,,0.006;0.005;0.004;0.004;,0.006;0.005;0.004;0.004;,
,1287,21,15,20,14,21->15,0,1,,,0,d,am,728.7950,0.0630,0.0162,0.0000,0.0000,728.7950,728.7950,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0162,0.0162,0.0050,0.0031,21;22;15;,65;67;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)",,,0.002;0.003;,0.002;0.003;,
,1288,21,15,20,14,21->15,1,2,,,0,d,am,71.2051,0.0630,0.0276,0.0121,0.0000,71.2051,71.2051,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0276,0.0276,0.0130,0.0081,21;20;19;15;,64;61;57;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",,,0.006;0.004;0.003;,0.006;0.004;0.003;,
,1289,21,16,20,15,21->16,1,2,,,0,d,am,494.2280,0.1481,0.0184,0.0000,0.0000,494.2280,494.2280,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0184,0.0184,0.0130,0.0081,21;20;18;16;,64;60;55;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,,0.006;0.004;0.003;,0.006;0.004;0.003;,
,1290,21,16,20,15,21->16,2,3,,,0,d,am,26.3970,0.1481,0.0253,0.0070,0.0000,26.3970,26.3970,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0253,0.0253,0.0140,0.0087,21;22;20;18;16;,65;68;60;55;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,,0.002;0.005;0.004;0.003;,0.002;0.005;0.004;0.003;,
,1291,21,16,20,15,21->16,0,1,,,0,d,am,79.3750,0.1481,0.0400,0.0215,0.0000,79.3750,79.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0400,0.0400,0.0120,0.0075,21;22;15;19;17;16;,65;67;45;58;52;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744)",,,0.002;0.003;0.003;0.002;0.002;,0.002;0.003;0.003;0.002;0.002;,
,1292,21,17,20,16,21->17,2,3,,,0,d,am,20.1994,0.1071,0.0473,0.0188,0.0000,20.1994,20.1994,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0473,0.0473,0.0190,0.0118,21;22;15;10;17;,65;67;43;30;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",,,0.002;0.003;0.006;0.008;,0.002;0.003;0.006;0.008;,
,1293,21,17,20,16,21->17,3,4,,,0,d,am,179.4480,0.1071,0.0295,0.0008,0.0000,179.4480,179.4480,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0295,0.0295,0.0150,0.0093,21;20;18;16;17;,64;60;55;49;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)",,,0.006;0.004;0.003;0.002;,0.006;0.004;0.003;0.002;,
,1294,21,17,20,16,21->17,0,1,,,0,d,am,356.7495,0.1071,0.0291,0.0000,0.0000,356.7495,356.7495,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0291,0.0291,0.0100,0.0062,21;22;15;19;17;,65;67;45;58;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280)",,,0.002;0.003;0.003;0.002;,0.002;0.003;0.003;0.002;,
,1295,21,17,20,16,21->17,1,2,,,0,d,am,43.6032,0.1071,0.0586,0.0309,0.0000,43.6032,43.6032,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0586,0.0586,0.0270,0.0168,21;20;19;15;10;17;,64;61;57;43;30;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",,,0.006;0.004;0.003;0.006;0.008;,0.006;0.004;0.003;0.006;0.008;,
,1296,21,18,20,17,21->18,0,1,,,0,d,am,90.6005,0.0417,0.0149,0.0000,0.0000,90.6005,90.6005,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0149,0.0149,0.0100,0.0062,21;20;18;,64;60;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",,,0.006;0.004;,0.006;0.004;,
,1297,21,18,20,17,21->18,1,2,,,0,d,am,9.3995,0.0417,0.0218,0.0070,0.0000,9.3995,9.3995,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0218,0.0218,0.0110,0.0068,21;22;20;18;,65;68;60;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744)",,,0.002;0.005;0.004;,0.002;0.005;0.004;,
,1298,21,19,20,18,21->19,1,2,,,0,d,am,38.7947,0.0121,0.0229,0.0027,0.0000,38.7947,38.7947,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0229,0.0229,0.0100,0.0062,21;20;19;,64;61;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591)",,,0.006;0.004;,0.006;0.004;,
,1299,21,19,20,18,21->19,0,1,,,0,d,am,361.2053,0.0121,0.0209,0.0000,0.0000,361.2053,361.2053,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0209,0.0209,0.0080,0.0050,21;22;15;19;,65;67;45;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",,,0.002;0.003;0.003;,0.002;0.003;0.003;,
,1300,21,20,20,19,21->20,1,2,,,0,d,am,112.7941,0.0567,0.0175,0.0070,0.0000,112.7941,112.7941,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0175,0.0175,0.0070,0.0044,21;22;20;,65;68;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333)",,,0.002;0.005;,0.002;0.005;,
,1301,21,22,20,21,21->22,1,2,,,0,d,am,155.5032,0.1703,0.0217,0.0157,0.0000,155.5032,155.5032,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0217,0.0217,0.0110,0.0068,21;20;22;,64;63;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858)",,,0.006;0.005;,0.006;0.005;,
,1302,21,23,20,22,21->23,2,3,,,0,d,am,67.8257,0.1089,0.0194,0.0035,0.0000,67.8257,67.8257,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0194,0.0194,0.0060,0.0037,21;22;23;,65;70;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.750904 43.514858)",,,0.002;0.004;,0.002;0.004;,
,1303,21,23,20,22,21->23,0,1,,,0,d,am,573.8751,0.1089,0.0163,0.0000,0.0000,573.8751,573.8751,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0163,0.0163,0.0050,0.0031,21;24;23;,66;76;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",,,0.003;0.002;,0.003;0.002;,
,1304,21,23,20,22,21->23,1,2,,,0,d,am,58.2992,0.1089,0.0346,0.0192,0.0000,58.2992,58.2992,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0346,0.0346,0.0150,0.0093,21;20;22;23;,64;63;70;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,,0.006;0.005;0.004;,0.006;0.005;0.004;,
,1305,21,24,20,23,21->24,1,2,,,0,d,am,36.7378,0.1840,0.0403,0.0306,0.0000,36.7378,36.7378,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0403,0.0403,0.0170,0.0106,21;20;22;23;24;,64;63;70;73;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,,0.006;0.005;0.004;0.002;,0.006;0.005;0.004;0.002;,
,1306,22,1,21,0,22->1,3,4,,,0,d,am,37.5979,0.0360,0.0538,0.0070,0.0000,37.5979,37.5979,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0538,0.0538,0.0270,0.0168,22;15;10;9;5;4;3;1;,67;43;26;23;11;8;5;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,,0.003;0.006;0.003;0.005;0.002;0.004;0.004;,0.003;0.006;0.003;0.005;0.002;0.004;0.004;,
,1307,22,1,21,0,22->1,2,3,,,0,d,am,15.6108,0.0360,0.0598,0.0130,0.0000,15.6108,15.6108,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0598,0.0598,0.0260,0.0162,22;15;14;11;12;3;1;,67;44;40;33;35;5;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,,0.003;0.005;0.004;0.006;0.004;0.004;,0.003;0.005;0.004;0.006;0.004;0.004;,
,1308,22,1,21,0,22->1,0,1,,,0,d,am,227.5294,0.0360,0.0469,0.0000,0.0000,227.5294,227.5294,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0469,0.0469,0.0200,0.0124,22;21;24;13;12;3;1;,69;66;74;38;35;5;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,,0.002;0.003;0.004;0.003;0.004;0.004;,0.002;0.003;0.004;0.003;0.004;0.004;,
,1309,22,1,21,0,22->1,1,2,,,0,d,am,119.2619,0.0360,0.0483,0.0018,0.0000,119.2619,119.2619,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0483,0.0483,0.0210,0.0131,22;23;24;13;12;3;1;,70;73;74;38;35;5;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,,0.004;0.002;0.004;0.003;0.004;0.004;,0.004;0.002;0.004;0.003;0.004;0.004;,
,1310,22,2,21,1,22->2,4,5,,,0,d,am,9.3148,0.0711,0.0598,0.0093,0.0000,9.3148,9.3148,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0598,0.0598,0.0330,0.0205,22;15;10;9;5;4;3;1;2;,67;43;26;23;11;8;5;1;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.003;0.006;0.003;0.005;0.002;0.004;0.004;0.006;,0.003;0.006;0.003;0.005;0.002;0.004;0.004;0.006;,
,1311,22,2,21,1,22->2,0,1,,,0,d,am,23.1894,0.0711,0.0498,0.0000,0.0000,23.1894,23.1894,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0498,0.0498,0.0210,0.0131,22;20;18;7;8;6;2;,68;60;54;17;19;14;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",,,0.005;0.004;0.002;0.003;0.002;0.005;,0.005;0.004;0.002;0.003;0.002;0.005;,
,1312,22,2,21,1,22->2,5,6,,,0,d,am,29.9154,0.0711,0.0529,0.0022,0.0000,29.9154,29.9154,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0529,0.0529,0.0260,0.0162,22;21;24;13;12;3;1;2;,69;66;74;38;35;5;1;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.002;0.003;0.004;0.003;0.004;0.004;0.006;,0.002;0.003;0.004;0.003;0.004;0.004;0.006;,
,1313,22,2,21,1,22->2,1,2,,,0,d,am,24.7308,0.0711,0.0543,0.0040,0.0000,24.7308,24.7308,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0543,0.0543,0.0270,0.0168,22;23;24;13;12;3;1;2;,70;73;74;38;35;5;1;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.004;0.002;0.004;0.003;0.004;0.004;0.006;,0.004;0.002;0.004;0.003;0.004;0.004;0.006;,
,1314,22,2,21,1,22->2,2,3,,,0,d,am,9.4935,0.0711,0.0558,0.0061,0.0000,9.4935,9.4935,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0558,0.0558,0.0240,0.0149,22;21;20;18;7;8;6;2;,69;64;60;54;17;19;14;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",,,0.002;0.006;0.004;0.002;0.003;0.002;0.005;,0.002;0.006;0.004;0.002;0.003;0.002;0.005;,
,1315,22,2,21,1,22->2,3,4,,,0,d,am,3.3560,0.0711,0.0693,0.0196,0.0000,3.3560,3.3560,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0693,0.0693,0.0220,0.0137,22;15;19;17;16;8;6;2;,67;45;58;52;47;19;14;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)"
,1316,22,3,21,2,22->3,3,4,,,0,d,am,9.3995,0.0392,0.0498,0.0070,0.0000,9.3995,9.3995,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0498,0.0498,0.0230,0.0143,22;15;10;9;5;4;3;,67;43;26;23;11;8;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,,0.003;0.006;0.003;0.005;0.002;0.004;,0.003;0.006;0.003;0.005;0.002;0.004;,
,1317,22,3,21,2,22->3,2,3,,,0,d,am,3.9027,0.0392,0.0558,0.0130,0.0000,3.9027,3.9027,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0558,0.0558,0.0220,0.0137,22;15;14;11;12;3;,67;44;40;33;35;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962)"
,1318,22,3,21,2,22->3,0,1,,,0,d,am,56.8824,0.0392,0.0429,0.0000,0.0000,56.8824,56.8824,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0429,0.0429,0.0160,0.0099,22;21;24;13;12;3;,69;66;74;38;35;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962)",,,0.002;0.003;0.004;0.003;0.004;,0.002;0.003;0.004;0.003;0.004;,
,1319,22,3,21,2,22->3,1,2,,,0,d,am,29.8155,0.0392,0.0443,0.0018,0.0000,29.8155,29.8155,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0443,0.0443,0.0170,0.0106,22;23;24;13;12;3;,70;73;74;38;35;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962)",,,0.004;0.002;0.004;0.003;0.004;,0.004;0.002;0.004;0.003;0.004;,
,1320,22,4,21,3,22->4,4,5,,,0,d,am,149.2672,0.0586,0.0453,0.0000,0.0000,149.2672,149.2672,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0453,0.0453,0.0190,0.0118,22;15;10;9;5;4;,67;43;26;23;11;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,,0.003;0.006;0.003;0.005;0.002;,0.003;0.006;0.003;0.005;0.002;,
,1321,22,4,21,3,22->4,0,1,,,0,d,am,59.4924,0.0586,0.0463,0.0013,0.0000,59.4924,59.4924,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0463,0.0463,0.0180,0.0112,22;15;14;11;4;,67;44;40;31;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654)",,,0.003;0.005;0.004;0.006;,0.003;0.005;0.004;0.006;,
,1322,22,4,21,3,22->4,2,3,,,0,d,am,119.3890,0.0586,0.0474,0.0020,0.0000,119.3890,119.3890,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0474,0.0474,0.0200,0.0124,22;21;24;13;12;3;4;,69;66;74;38;35;6;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",,,0.002;0.003;0.004;0.003;0.004;0.004;,0.002;0.003;0.004;0.003;0.004;0.004;,
,1323,22,4,21,3,22->4,1,2,,,0,d,am,33.2005,0.0586,0.0635,0.0191,0.0000,33.2005,33.2005,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0635,0.0635,0.0280,0.0174,22;20;19;15;10;9;5;4;,68;61;57;43;26;23;11;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,,0.005;0.004;0.003;0.006;0.003;0.005;0.002;,0.005;0.004;0.003;0.006;0.003;0.005;0.002;,
,1324,22,4,21,3,22->4,3,4,,,0,d,am,38.6509,0.0586,0.0488,0.0038,0.0000,38.6509,38.6509,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0488,0.0488,0.0210,0.0131,22;23;24;13;12;3;4;,70;73;74;38;35;6;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",,,0.004;0.002;0.004;0.003;0.004;0.004;,0.004;0.002;0.004;0.003;0.004;0.004;,
,1325,22,5,21,4,22->5,0,1,,,0,d,am,139.9881,0.0789,0.0428,0.0000,0.0000,139.9881,139.9881,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0428,0.0428,0.0170,0.0106,22;15;10;9;5;,67;43;26;23;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",,,0.003;0.006;0.003;0.005;,0.003;0.006;0.003;0.005;,
,1326,22,5,21,4,22->5,3,4,,,0,d,am,8.9102,0.0789,0.0488,0.0063,0.0000,8.9102,8.9102,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0488,0.0488,0.0200,0.0124,22;15;14;11;4;5;,67;44;40;31;9;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034)",,,0.003;0.005;0.004;0.006;0.002;,0.003;0.005;0.004;0.006;0.002;,
,1327,22,5,21,4,22->5,1,2,,,0,d,am,16.6003,0.0789,0.0610,0.0191,0.0000,16.6003,16.6003,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0610,0.0610,0.0260,0.0162,22;20;19;15;10;9;5;,68;61;57;43;26;23;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",,,0.005;0.004;0.003;0.006;0.003;0.005;,0.005;0.004;0.003;0.006;0.003;0.005;,
,1328,22,5,21,4,22->5,4,5,,,0,d,am,18.8585,0.0789,0.0499,0.0070,0.0000,18.8585,18.8585,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0499,0.0499,0.0220,0.0137,22;21;24;13;12;3;4;5;,69;66;74;38;35;6;9;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",,,0.002;0.003;0.004;0.003;0.004;0.004;0.002;,0.002;0.003;0.004;0.003;0.004;0.004;0.002;,
