link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_bike,person_vol_walk,MEU_vol_auto,MEU_vol_bike,MEU_vol_walk,mode_cap_auto,mode_cap_bike,mode_cap_walk,mode_VOC_auto,mode_VOC_bike,mode_VOC_walk,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
65,bpr,21,22,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8717.983,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8717.983,4.316,0.006,0.003,0.000,1.667,1.667,5229.910,0.000,0.000,0.000,1.000,1.000,8717.984,0.955,1.142,11.312,0.000,60.000,51.000,0.400,4.000,0.032,0.008,10836.523,3151092.750,10836.523,3151092.750,3150802.250,3150751.000,"LINESTRING (-96.730715 43.510501, -96.730977 43.514874)",8717.984,0.000,0.000,8717.984,8717.984,8717.984,1.667,14.530,8.718,1.667,14.530,8.718,60.000,60.000,60.000,60.000,56.480,57.440,58.400,59.360,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8717.983,8717.983,0.000,0.006,0.006,0.000,1.667,1.667,0.000,11.312,11.312,period-based
66,bpr,21,24,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10190.599,-1.000,0.000,0.000,0.000,0.000,,,,0.000,10190.599,11.520,0.003,0.002,0.000,2.086,2.086,4885.358,0.000,0.000,0.000,1.000,1.000,10190.599,0.955,1.142,13.518,0.000,60.000,51.000,0.400,4.000,0.017,0.004,19000.494,10309515.000,19000.494,10309515.000,10309005.000,10308915.000,"LINESTRING (-96.731078 43.510731, -96.749299 43.503410)",10190.599,0.000,0.000,10190.599,10190.599,10190.599,2.086,16.984,10.191,2.086,16.984,10.191,60.000,60.000,60.000,60.000,53.352,55.165,56.978,58.791,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10190.599,10190.599,0.000,0.003,0.003,0.000,2.086,2.086,0.000,13.518,13.518,period-based
67,bpr,22,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17819.816,-1.000,0.000,0.000,0.000,0.000,,,,0.000,17819.816,8.344,0.000,0.000,0.000,1.856,1.856,9599.181,0.000,0.000,0.000,1.000,1.000,17819.817,0.955,1.142,25.585,1.083,60.000,51.000,0.400,4.000,0.002,0.000,33225.262,168467504.000,33225.262,168467504.000,168466608.000,168466448.000,"LINESTRING (-96.730977 43.514863, -96.731239 43.529406)",17819.817,0.000,0.000,17819.817,17819.817,17819.817,1.856,29.700,17.820,1.856,29.700,17.820,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,17819.816,17819.816,0.000,0.000,0.000,0.000,1.856,1.856,0.000,25.585,25.585,period-based
68,bpr,22,20,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7311.208,-1.000,0.000,0.000,0.000,0.000,,,,0.000,7311.208,8.229,0.011,0.007,0.000,1.440,1.440,5075.697,0.000,0.000,0.000,1.000,1.000,7311.208,0.955,1.142,9.253,0.000,60.000,51.000,0.400,4.000,0.065,0.017,22719.727,3271733.000,22719.727,3271733.000,3271123.750,3271016.250,"LINESTRING (-96.731235 43.514593, -96.711179 43.515069)",7311.208,0.000,0.000,7311.208,7311.208,7311.208,1.440,12.185,7.311,1.440,12.185,7.311,60.000,60.000,60.000,60.000,57.554,58.221,58.888,59.555,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7311.208,7311.208,0.000,0.011,0.011,0.000,1.440,1.440,0.000,9.253,9.253,period-based
69,bpr,22,21,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8941.439,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8941.439,4.563,0.005,0.003,0.000,1.710,1.710,5229.910,0.000,0.000,0.000,1.000,1.000,8941.440,0.955,1.142,11.643,0.000,60.000,51.000,0.400,4.000,0.029,0.007,11114.281,3575773.250,11114.281,3575773.250,3575475.250,3575422.750,"LINESTRING (-96.731506 43.514842, -96.731244 43.510469)",8941.440,0.000,0.000,8941.440,8941.440,8941.440,1.710,14.902,8.941,1.710,14.902,8.941,60.000,60.000,60.000,60.000,56.213,57.246,58.278,59.311,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8941.439,8941.439,0.000,0.005,0.005,0.000,1.710,1.710,0.000,11.643,11.643,period-based
70,bpr,22,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8917.419,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8917.419,10.071,0.005,0.003,0.000,1.783,1.783,5000.000,0.000,0.000,0.000,1.000,1.000,8917.419,0.955,1.142,11.608,0.000,60.000,51.000,0.400,4.000,0.030,0.007,22168.848,7056079.000,22168.848,7056079.000,7055484.500,7055379.500,"LINESTRING (-96.731241 43.515123, -96.750904 43.515123)",8917.419,0.000,0.000,8917.419,8917.419,8917.419,1.783,14.862,8.917,1.783,14.862,8.917,60.000,60.000,60.000,60.000,56.243,57.268,58.292,59.317,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8917.419,8917.419,0.000,0.005,0.005,0.000,1.783,1.783,0.000,11.608,11.608,period-based
71,bpr,23,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8305.277,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8305.277,8.853,0.007,0.004,0.000,1.686,1.686,4924.791,0.000,0.000,0.000,1.000,1.000,8305.278,0.955,1.142,10.703,0.000,60.000,51.000,0.400,4.000,0.039,0.010,20647.053,4946396.000,20647.053,4946396.000,4945842.500,4945744.500,"LINESTRING (-96.750640 43.514861, -96.750771 43.529309)",8305.278,0.000,0.000,8305.278,8305.278,8305.278,1.686,13.842,8.305,1.686,13.842,8.305,60.000,60.000,60.000,60.000,56.885,57.735,58.584,59.434,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8305.277,8305.277,0.000,0.007,0.007,0.000,1.686,1.686,0.000,10.703,10.703,period-based
72,bpr,23,22,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8853.991,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8853.991,9.900,0.005,0.003,0.000,1.771,1.771,5000.000,0.000,0.000,0.000,1.000,1.000,8853.991,0.955,1.142,11.514,0.000,60.000,51.000,0.400,4.000,0.030,0.007,22011.166,6808888.500,22011.166,6808888.500,6808298.500,6808194.500,"LINESTRING (-96.750904 43.514593, -96.731241 43.514593)",8853.991,0.000,0.000,8853.991,8853.991,8853.991,1.771,14.757,8.854,1.771,14.757,8.854,60.000,60.000,60.000,60.000,56.322,57.325,58.328,59.331,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8853.991,8853.991,0.000,0.005,0.005,0.000,1.771,1.771,0.000,11.514,11.514,period-based
73,bpr,23,24,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8116.970,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8116.970,3.958,0.007,0.005,0.000,1.598,1.598,5078.508,0.000,0.000,0.000,1.000,1.000,8116.970,0.955,1.142,10.426,0.000,60.000,51.000,0.400,4.000,0.043,0.011,10089.460,2205546.500,10089.460,2205546.500,2205276.000,2205228.250,"LINESTRING (-96.751166 43.514820, -96.749462 43.503126)",8116.970,0.000,0.000,8116.970,8116.970,8116.970,1.598,13.528,8.117,1.598,13.528,8.117,60.000,60.000,60.000,60.000,57.040,57.847,58.654,59.462,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8116.970,8116.970,0.000,0.007,0.007,0.000,1.598,1.598,0.000,10.426,10.426,period-based
74,bpr,24,13,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10956.018,-1.000,0.000,0.000,0.000,0.000,,,,0.000,10956.018,16.867,0.002,0.001,0.000,2.152,2.152,5091.256,0.000,0.000,0.000,1.000,1.000,10956.017,0.955,1.142,14.683,0.333,60.000,51.000,0.400,4.000,0.013,0.003,27236.836,19741242.000,27236.836,19741242.000,19740510.000,19740382.000,"LINESTRING (-96.749272 43.503419, -96.793448 43.490962)",10956.017,0.000,0.000,10956.017,10956.017,10956.017,2.152,18.260,10.956,2.152,18.260,10.956,60.000,60.000,60.000,60.000,1.208,34.250,54.304,57.722,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10956.018,10956.018,0.000,0.002,0.002,0.000,2.152,2.152,0.000,14.683,14.683,period-based
75,bpr,24,21,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9825.009,-1.000,0.000,0.000,0.000,0.000,,,,0.000,9825.009,10.361,0.003,0.002,0.000,2.011,2.011,4885.358,0.000,0.000,0.000,1.000,1.000,9825.009,0.955,1.142,12.966,0.000,60.000,51.000,0.400,4.000,0.020,0.005,18318.848,8589080.000,18318.848,8589080.000,8588589.000,8588502.000,"LINESTRING (-96.749102 43.502919, -96.730880 43.510239)",9825.009,0.000,0.000,9825.009,9825.009,9825.009,2.011,16.375,9.825,2.011,16.375,9.825,60.000,60.000,60.000,60.000,54.562,56.045,57.528,59.011,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9825.009,9825.009,0.000,0.003,0.003,0.000,2.011,2.011,0.000,12.966,12.966,period-based
76,bpr,24,23,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8155.780,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8155.780,3.995,0.007,0.004,0.000,1.606,1.606,5078.508,0.000,0.000,0.000,1.000,1.000,8155.780,0.955,1.142,10.483,0.000,60.000,51.000,0.400,4.000,0.042,0.011,10137.700,2258714.750,10137.700,2258714.750,2258442.750,2258395.000,"LINESTRING (-96.748938 43.503202, -96.750642 43.514896)",8155.780,0.000,0.000,8155.780,8155.780,8155.780,1.606,13.593,8.156,1.606,13.593,8.156,60.000,60.000,60.000,60.000,57.009,57.825,58.641,59.456,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8155.780,8155.780,0.000,0.007,0.007,0.000,1.606,1.606,0.000,10.483,10.483,period-based
