first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_mode_type_sequence,information_type,mode_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,1134,19,7,18,6,19->7,0,1,,,0,auto,am,118.4718,0.1103,0.0246,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0246,0.0246,0.0090,0.0056,19;17;16;18;7;,58;52;50;54;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.002;0.002;0.003;0.002;,0.002;0.002;0.003;0.002;,
,1135,19,7,18,6,19->7,2,3,,,0,auto,am,13.6908,0.1103,0.0377,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0377,0.0377,0.0200,0.0124,19;15;22;21;20;18;7;,57;46;69;64;60;54;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.003;0.002;0.006;0.004;0.002;,0.003;0.003;0.002;0.006;0.004;0.002;,
,1136,19,8,18,7,19->8,0,1,,,0,auto,am,173.0966,0.0675,0.0301,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0301,0.0301,0.0090,0.0056,19;17;16;8;,58;52;47;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324)",,,0.002;0.002;0.005;,0.002;0.002;0.005;,
,1137,19,8,18,7,19->8,1,2,,,0,auto,am,470.6189,0.0675,0.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0263,0.0263,0.0130,0.0081,19;20;18;7;8;,59;60;54;17;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,,0.004;0.004;0.002;0.003;,0.004;0.004;0.002;0.003;,
,1138,19,8,18,7,19->8,3,4,,,0,auto,am,32.3256,0.0675,0.0323,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0323,0.0323,0.0120,0.0075,19;17;16;18;7;8;,58;52;50;54;17;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,,0.002;0.002;0.003;0.002;0.003;,0.002;0.002;0.003;0.002;0.003;,
,1139,19,8,18,7,19->8,2,3,,,0,auto,am,23.9589,0.0675,0.0454,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0454,0.0454,0.0230,0.0143,19;15;22;21;20;18;7;8;,57;46;69;64;60;54;17;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,,0.003;0.003;0.002;0.006;0.004;0.002;0.003;,0.003;0.003;0.002;0.006;0.004;0.002;0.003;,
,1140,19,9,18,8,19->9,1,2,,,0,auto,am,356.5343,0.1057,0.0265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0265,0.0265,0.0120,0.0075,19;15;10;9;,57;43;26;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",,,0.003;0.006;0.003;,0.003;0.006;0.003;,
,1141,19,9,18,8,19->9,0,1,,,0,auto,am,31.8380,0.1057,0.0531,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.1,0.0531,0.0531,0.0110,0.0068,19;17;16;10;9;,58;52;48;26;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596)",,,0.002;0.002;0.004;0.003;,0.002;0.002;0.004;0.003;,
,1142,19,9,18,8,19->9,2,3,,,0,auto,am,11.6277,0.1057,0.0508,0.0248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0508,0.0508,0.0200,0.0124,19;15;14;11;10;9;,57;44;40;32;26;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",,,0.003;0.005;0.004;0.005;0.003;,0.003;0.005;0.004;0.005;0.003;,
,1143,19,10,18,9,19->10,1,2,,,0,auto,am,1604.4045,0.1381,0.0194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0194,0.0194,0.0090,0.0056,19;15;10;,57;43;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271)",,,0.003;0.006;,0.003;0.006;,
,1144,19,10,18,9,19->10,0,1,,,0,auto,am,143.2710,0.1381,0.0461,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0461,0.0461,0.0080,0.0050,19;17;16;10;,58;52;48;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.731438 43.545271)",,,0.002;0.002;0.004;,0.002;0.002;0.004;,
,1145,19,10,18,9,19->10,2,3,,,0,auto,am,52.3245,0.1381,0.0438,0.0248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0438,0.0438,0.0170,0.0106,19;15;14;11;10;,57;44;40;32;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271)",,,0.003;0.005;0.004;0.005;,0.003;0.005;0.004;0.005;,
,1146,19,11,18,10,19->11,2,3,,,0,auto,am,219.2838,0.0705,0.0326,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0326,0.0326,0.0140,0.0087,19;15;10;11;,57;43;27;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131)",,,0.003;0.006;0.005;,0.003;0.006;0.005;,
,1147,19,11,18,10,19->11,0,1,,,0,auto,am,147.0034,0.0705,0.0316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0316,0.0316,0.0120,0.0075,19;15;14;11;,57;44;40;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)",,,0.003;0.005;0.004;,0.003;0.005;0.004;,
,1148,19,11,18,10,19->11,1,2,,,0,auto,am,33.7128,0.0705,0.0497,0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0497,0.0497,0.0250,0.0155,19;15;10;9;5;4;11;,57;43;26;23;11;10;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,,0.003;0.006;0.003;0.005;0.002;0.006;,0.003;0.006;0.003;0.005;0.002;0.006;,
,1149,19,12,18,11,19->12,5,6,,,0,auto,am,89.4629,0.0665,0.0476,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0476,0.0476,0.0200,0.0124,19;15;10;11;12;,57;43;27;33;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941)",,,0.003;0.006;0.005;0.006;,0.003;0.006;0.005;0.006;,
,1150,19,12,18,11,19->12,2,3,,,0,auto,am,55.7923,0.0665,0.0466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0466,0.0466,0.0180,0.0112,19;15;14;11;12;,57;44;40;33;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941)",,,0.003;0.005;0.004;0.006;,0.003;0.005;0.004;0.006;,
,1151,19,12,18,11,19->12,1,2,,,0,auto,am,89.4356,0.0665,0.0488,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0488,0.0488,0.0270,0.0168,19;15;10;9;5;4;3;12;,57;43;26;23;11;8;7;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,,0.003;0.006;0.003;0.005;0.002;0.004;0.004;,0.003;0.006;0.003;0.005;0.002;0.004;0.004;,
,1152,19,12,18,11,19->12,3,4,,,0,auto,am,9.1478,0.0665,0.0683,0.0225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0683,0.0683,0.0250,0.0155,19;17;16;8;6;5;4;3;12;,58;52;47;19;15;11;8;7;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,,0.002;0.002;0.005;0.002;0.004;0.002;0.004;0.004;,0.002;0.002;0.005;0.002;0.004;0.002;0.004;0.004;,
,1153,19,12,18,11,19->12,0,1,,,0,auto,am,28.3575,0.0665,0.0532,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0532,0.0532,0.0180,0.0112,19;15;22;21;24;13;12;,57;46;69;66;74;38;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",,,0.003;0.003;0.002;0.003;0.004;0.003;,0.003;0.003;0.002;0.003;0.004;0.003;,
,1154,19,12,18,11,19->12,4,5,,,0,auto,am,27.8039,0.0665,0.0546,0.0084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0546,0.0546,0.0190,0.0118,19;15;22;23;24;13;12;,57;46;70;73;74;38;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",,,0.003;0.003;0.004;0.002;0.004;0.003;,0.003;0.003;0.004;0.002;0.004;0.003;,
,1155,19,13,18,12,19->13,4,5,,,0,auto,am,89.4629,0.0277,0.0506,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0506,0.0506,0.0230,0.0143,19;15;10;11;12;13;,57;43;27;33;37;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",,,0.003;0.006;0.005;0.006;0.003;,0.003;0.006;0.005;0.006;0.003;,
,1156,19,13,18,12,19->13,2,3,,,0,auto,am,16.8854,0.0277,0.0497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0497,0.0497,0.0210,0.0131,19;15;14;11;12;13;,57;44;40;33;37;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",,,0.003;0.005;0.004;0.006;0.003;,0.003;0.005;0.004;0.006;0.003;,
,1157,19,13,18,12,19->13,1,2,,,0,auto,am,89.4356,0.0277,0.0519,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0519,0.0519,0.0300,0.0186,19;15;10;9;5;4;3;12;13;,57;43;26;23;11;8;7;37;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,,0.003;0.006;0.003;0.005;0.002;0.004;0.004;0.003;,0.003;0.006;0.003;0.005;0.002;0.004;0.004;0.003;,
,1158,19,13,18,12,19->13,0,1,,,0,auto,am,74.8848,0.0277,0.0501,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0501,0.0501,0.0150,0.0093,19;15;22;21;24;13;,57;46;69;66;74;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",,,0.003;0.003;0.002;0.003;0.004;,0.003;0.003;0.002;0.003;0.004;,
,1159,19,13,18,12,19->13,3,4,,,0,auto,am,29.3313,0.0277,0.0515,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0515,0.0515,0.0160,0.0099,19;15;22;23;24;13;,57;46;70;73;74;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707)",,,0.003;0.003;0.004;0.002;0.004;,0.003;0.003;0.004;0.002;0.004;,
,1160,19,14,18,13,19->14,0,1,,,0,auto,am,277.7680,0.1180,0.0178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0178,0.0178,0.0080,0.0050,19;15;14;,57;44;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",,,0.003;0.005;,0.003;0.005;,
,1161,19,14,18,13,19->14,1,2,,,0,auto,am,22.2320,0.1180,0.0457,0.0293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0457,0.0457,0.0170,0.0106,19;20;22;23;14;,59;63;70;71;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",,,0.004;0.005;0.004;0.004;,0.004;0.005;0.004;0.004;,
,1162,19,16,18,15,19->16,0,1,,,0,auto,am,675.7491,0.0706,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0191,0.0191,0.0040,0.0025,19;17;16;,58;52;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744)",,,0.002;0.002;,0.002;0.002;,
,1163,19,16,18,15,19->16,1,2,,,0,auto,am,582.3779,0.0706,0.0200,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0200,0.0200,0.0110,0.0068,19;20;18;16;,59;60;55;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,,0.004;0.004;0.003;,0.004;0.004;0.003;,
,1164,19,16,18,15,19->16,2,3,,,0,auto,am,41.8729,0.0706,0.0391,0.0207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0391,0.0391,0.0210,0.0131,19;15;22;21;20;18;16;,57;46;69;64;60;55;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,,0.003;0.003;0.002;0.006;0.004;0.003;,0.003;0.003;0.002;0.006;0.004;0.003;,
,1165,19,17,18,16,19->17,1,2,,,0,auto,am,128.6650,0.2208,0.0357,0.0283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0357,0.0357,0.0170,0.0106,19;15;10;17;,57;43;30;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",,,0.003;0.006;0.008;,0.003;0.006;0.008;,
,1166,19,18,18,17,19->18,1,2,,,0,auto,am,200.8781,0.1219,0.0165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0165,0.0165,0.0080,0.0050,19;20;18;,59;60;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744)",,,0.004;0.004;,0.004;0.004;,
,1167,19,18,18,17,19->18,0,1,,,0,auto,am,88.8538,0.1219,0.0226,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0226,0.0226,0.0070,0.0044,19;17;16;18;,58;52;50;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744)",,,0.002;0.002;0.003;,0.002;0.002;0.003;,
,1168,19,18,18,17,19->18,2,3,,,0,auto,am,10.2681,0.1219,0.0356,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0356,0.0356,0.0180,0.0112,19;15;22;21;20;18;,57;46;69;64;60;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",,,0.003;0.003;0.002;0.006;0.004;,0.003;0.003;0.002;0.006;0.004;,
,1169,19,20,18,19,19->20,3,4,,,0,auto,am,47.1502,0.2166,0.0253,0.0131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0253,0.0253,0.0110,0.0068,19;15;22;20;,57;46;68;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333)",,,0.003;0.003;0.005;,0.003;0.003;0.005;,
,1170,19,20,18,19,19->20,2,3,,,0,auto,am,106.8180,0.2166,0.0268,0.0141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0268,0.0268,0.0110,0.0068,19;17;16;18;20;,58;52;50;56;,"LINESTRING (-96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",,,0.002;0.002;0.003;0.004;,0.002;0.002;0.003;0.004;,
,1171,19,20,18,19,19->20,1,2,,,0,auto,am,101.0723,0.2166,0.0313,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0313,0.0313,0.0140,0.0087,19;15;22;21;20;,57;46;69;64;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",,,0.003;0.003;0.002;0.006;,0.003;0.003;0.002;0.006;,
,1172,19,21,18,20,19->21,1,2,,,0,auto,am,38.9165,0.0107,0.0225,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0225,0.0225,0.0100,0.0062,19;20;21;,59;62;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",,,0.004;0.006;,0.004;0.006;,
,1173,19,21,18,20,19->21,0,1,,,0,auto,am,361.0835,0.0107,0.0207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0207,0.0207,0.0080,0.0050,19;15;22;21;,57;46;69;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",,,0.003;0.003;0.002;,0.003;0.003;0.002;,
,1174,19,22,18,21,19->22,0,1,,,0,auto,am,1090.6874,0.0571,0.0144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0144,0.0144,0.0060,0.0037,19;15;22;,57;46;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858)",,,0.003;0.003;,0.003;0.003;,
,1175,19,22,18,21,19->22,1,2,,,0,auto,am,109.3126,0.0571,0.0233,0.0096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0233,0.0233,0.0090,0.0056,19;20;22;,59;63;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)",,,0.004;0.005;,0.004;0.005;,
,1176,19,23,18,22,19->23,2,3,,,0,auto,am,95.4889,0.0469,0.0276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0276,0.0276,0.0120,0.0075,19;15;14;23;,57;44;42;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858)",,,0.003;0.005;0.004;,0.003;0.005;0.004;,
,1177,19,23,18,22,19->23,0,1,,,0,auto,am,164.8574,0.0469,0.0273,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0273,0.0273,0.0100,0.0062,19;15;22;23;,57;46;70;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858)",,,0.003;0.003;0.004;,0.003;0.003;0.004;,
,1178,19,23,18,22,19->23,1,2,,,0,auto,am,27.1855,0.0469,0.0362,0.0097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0362,0.0362,0.0130,0.0081,19;20;22;23;,59;63;70;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,,0.004;0.005;0.004;,0.004;0.005;0.004;,
,1179,19,23,18,22,19->23,3,4,,,0,auto,am,12.4682,0.0469,0.0369,0.0097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0369,0.0369,0.0130,0.0081,19;15;22;21;24;23;,57;46;69;66;76;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",,,0.003;0.003;0.002;0.003;0.002;,0.003;0.003;0.002;0.003;0.002;,
,1180,19,24,18,23,19->24,3,4,,,0,auto,am,4.8630,0.0468,0.0334,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0334,0.0334,0.0140,0.0087,19;15;14;23;24;,57;44;42;73;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)"
,1181,19,24,18,23,19->24,0,1,,,0,auto,am,61.3966,0.0468,0.0316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0316,0.0316,0.0110,0.0068,19;15;22;21;24;,57;46;69;66;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",,,0.003;0.003;0.002;0.003;,0.003;0.003;0.002;0.003;,
,1182,19,24,18,23,19->24,2,3,,,0,auto,am,24.8155,0.0468,0.0330,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0330,0.0330,0.0120,0.0075,19;15;22;23;24;,57;46;70;73;,"LINESTRING (-96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,,0.003;0.003;0.004;0.002;,0.003;0.003;0.004;0.002;,
,1183,19,24,18,23,19->24,1,2,,,0,auto,am,8.9249,0.0468,0.0419,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0419,0.0419,0.0150,0.0093,19;20;22;23;24;,59;63;70;73;,"LINESTRING (-96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,,0.004;0.005;0.004;0.002;,0.004;0.005;0.004;0.002;,
,1184,20,1,19,0,20->1,0,1,,,0,auto,am,245.5741,0.0418,0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0448,0.0448,0.0220,0.0137,20;18;7;8;6;2;1;,60;54;17;19;14;3;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",,,0.004;0.002;0.003;0.002;0.005;0.006;,0.004;0.002;0.003;0.002;0.005;0.006;,
,1185,20,1,19,0,20->1,2,3,,,0,auto,am,28.5792,0.0418,0.0496,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0496,0.0496,0.0250,0.0155,20;18;16;8;6;2;1;,60;55;47;19;14;3;,"LINESTRING (-96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",,,0.004;0.003;0.005;0.002;0.005;0.006;,0.004;0.003;0.005;0.002;0.005;0.006;,
