first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,OD_based_UE_relative_gap_compared_to_least_time_path_travel_time,path_based_UE_gap,path_based_relative_UE_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_Vol_0,
0,1359,21,1,20,0,21->1,0,auto,am,100.0000,18.0000,11.1871,61.0015,18.0000,10.567237,0.001745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,61.0015,0.0000,6,21;24;13;12;3;1;,66;74;38;35;5;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,17.031;25.540;0.164;0.190;0.076;,3.000;4.000;3.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1360,21,1,20,0,21->1,0,auto,am,0.0000,40.0000,24.8602,85.1109,40.0000,16.918998,0.003196,0.0000,24.1196,0.2833,0.0000,0.0000,0.0000,0.0000,0,85.1109,0.0000,10,21;20;18;7;8;9;5;4;3;1;,64;60;54;17;21;23;11;8;5;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,5.532;1.232;0.247;7.557;14.630;12.899;1.182;1.754;0.076;,6.000;4.000;2.000;3.000;10.000;5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1361,21,4,20,3,21->4,0,auto,am,200.0000,18.0000,11.1871,62.7054,18.0000,10.604318,0.001695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,62.7054,0.0000,6,21;24;13;12;3;4;,66;74;38;35;6;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",,17.031;25.540;0.164;0.190;1.780;,3.000;4.000;3.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1362,21,4,20,3,21->4,0,auto,am,0.0000,32.0000,19.8881,75.2809,32.0000,14.121516,0.002516,0.0000,12.5838,0.1478,0.0000,0.0000,0.0000,0.0000,0,75.2809,0.0000,8,21;20;18;7;8;9;5;4;,64;60;54;17;21;23;11;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,5.532;1.232;0.247;7.557;14.630;12.899;1.182;,6.000;4.000;2.000;3.000;10.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1363,21,5,20,4,21->5,0,auto,am,0.0000,19.0000,11.8086,71.0786,19.0000,11.105839,0.001571,0.0000,5.2004,0.0611,0.0000,0.0000,0.0000,0.0000,0,71.0786,0.0000,6,21;22;15;10;9;5;,65;67;43;26;23;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",,3.968;9.929;18.505;6.777;12.899;,2.000;3.000;6.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1364,21,5,20,4,21->5,0,auto,am,100.0000,20.0000,12.4301,65.8747,20.0000,11.332641,0.001850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,65.8747,0.0000,7,21;24;13;12;3;4;5;,66;74;38;35;6;9;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",,17.031;25.540;0.164;0.190;1.780;1.169;,3.000;4.000;3.000;4.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1365,21,5,20,4,21->5,0,auto,am,0.0000,30.0000,18.6451,72.0985,30.0000,13.392214,0.002362,0.0000,6.2323,0.0732,0.0000,0.0000,0.0000,0.0000,0,72.0985,0.0000,7,21;20;18;7;8;9;5;,64;60;54;17;21;23;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034)",,5.532;1.232;0.247;7.557;14.630;12.899;,6.000;4.000;2.000;3.000;10.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1366,21,6,20,5,21->6,0,auto,am,100.0000,17.0000,10.5656,61.1847,17.0000,10.094003,0.001559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,61.1847,0.0000,6,21;20;18;7;8;6;,64;60;54;17;19;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",,5.532;1.232;0.247;7.557;29.616;,6.000;4.000;2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1367,21,6,20,5,21->6,0,auto,am,0.0000,29.0000,18.0236,76.8173,29.0000,14.624975,0.002676,0.0000,15.6363,0.1549,0.0000,0.0000,0.0000,0.0000,0,76.8173,0.0000,8,21;24;13;12;3;1;2;6;,66;74;38;35;5;1;4;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",,17.031;25.540;0.164;0.190;0.076;0.014;4.802;,3.000;4.000;3.000;4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1368,21,6,20,5,21->6,0,auto,am,0.0000,24.0000,14.9161,76.7968,24.0000,13.226449,0.002158,0.0000,15.6166,0.1547,0.0000,0.0000,0.0000,0.0000,0,76.7968,0.0000,8,21;24;13;12;3;4;5;6;,66;74;38;35;6;9;12;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",,17.031;25.540;0.164;0.190;1.780;1.169;6.922;,3.000;4.000;3.000;4.000;4.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1369,21,6,20,5,21->6,0,auto,am,0.0000,20.0000,12.4301,68.9770,20.0000,11.453901,0.001781,0.0000,7.7837,0.0771,0.0000,0.0000,0.0000,0.0000,0,68.9770,0.0000,6,21;20;18;16;8;6;,64;60;55;47;19;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)",,5.532;1.232;1.135;11.462;29.616;,6.000;4.000;3.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1370,21,6,20,5,21->6,0,auto,am,0.0000,51.0000,31.6967,100.9268,51.0000,20.976736,0.004127,0.0000,39.7559,0.3939,0.0000,0.0000,0.0000,0.0000,0,100.9268,0.0000,12,21;20;18;7;8;9;5;4;3;1;2;6;,64;60;54;17;21;23;11;8;5;1;4;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",,5.532;1.232;0.247;7.557;14.630;12.899;1.182;1.754;0.076;0.014;4.802;,6.000;4.000;2.000;3.000;10.000;5.000;2.000;4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1371,21,7,20,6,21->7,0,auto,am,200.0000,12.0000,7.4580,19.0114,12.0000,4.428527,0.000950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,19.0114,0.0000,4,21;20;18;7;,64;60;54;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,5.532;1.232;0.247;,6.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1372,21,7,20,6,21->7,0,auto,am,0.0000,13.0000,8.0796,25.2579,13.0000,5.250614,0.001032,0.0000,6.2468,0.0619,0.0000,0.0000,0.0000,0.0000,0,25.2579,0.0000,5,21;22;20;18;7;,65;68;60;54;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,3.968;6.811;1.232;0.247;,2.000;5.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1373,21,8,20,7,21->8,0,auto,am,400.0000,15.0000,9.3226,29.5687,15.0000,6.106703,0.001193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,29.5687,0.0000,5,21;20;18;7;8;,64;60;54;17;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,5.532;1.232;0.247;7.557;,6.000;4.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1374,21,8,20,7,21->8,0,auto,am,0.0000,18.0000,11.1871,37.3610,18.0000,7.466601,0.001416,0.0000,7.7837,0.0771,0.0000,0.0000,0.0000,0.0000,0,37.3610,0.0000,5,21;20;18;16;8;,64;60;55;47;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324)",,5.532;1.232;1.135;11.462;,6.000;4.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1375,21,8,20,7,21->8,0,auto,am,0.0000,16.0000,9.9441,35.8152,16.0000,6.928790,0.001275,0.0000,6.2468,0.0619,0.0000,0.0000,0.0000,0.0000,0,35.8152,0.0000,6,21;22;20;18;7;8;,65;68;60;54;17;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,3.968;6.811;1.232;0.247;7.557;,2.000;5.000;4.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1376,21,9,20,8,21->9,0,auto,am,300.0000,14.0000,8.7011,53.1791,14.0000,8.275044,0.001163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,53.1791,0.0000,5,21;22;15;10;9;,65;67;43;26;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",,3.968;9.929;18.505;6.777;,2.000;3.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1377,21,9,20,8,21->9,0,auto,am,0.0000,25.0000,15.5376,54.1991,25.0000,10.561419,0.001955,0.0000,1.0319,0.0102,0.0000,0.0000,0.0000,0.0000,0,54.1991,0.0000,6,21;20;18;7;8;9;,64;60;54;17;21;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596)",,5.532;1.232;0.247;7.557;14.630;,6.000;4.000;2.000;3.000;10.000;,0,,,,,,,,,-1.000000,0.000000,
0,1378,21,9,20,8,21->9,0,auto,am,0.0000,20.0000,12.4301,67.9769,20.0000,11.310556,0.001762,0.0000,14.7974,0.1466,0.0000,0.0000,0.0000,0.0000,0,67.9769,0.0000,6,21;20;18;16;10;9;,64;60;55;48;26;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596)",,5.532;1.232;1.135;33.301;6.777;,6.000;4.000;3.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1379,21,10,20,9,21->10,0,auto,am,1200.0000,11.0000,6.8365,43.4026,11.0000,6.683217,0.000924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,43.4026,0.0000,4,21;22;15;10;,65;67;43;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271)",,3.968;9.929;18.505;,2.000;3.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,1380,21,10,20,9,21->10,0,auto,am,0.0000,19.0000,11.8086,57.8528,19.0000,9.721279,0.001524,0.0000,14.4551,0.1432,0.0000,0.0000,0.0000,0.0000,0,57.8528,0.0000,5,21;20;19;15;10;,64;61;57;43;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271)",,5.532;11.710;3.105;18.505;,6.000;4.000;3.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,1381,21,10,20,9,21->10,0,auto,am,0.0000,17.0000,10.5656,58.2004,17.0000,9.718729,0.001523,0.0000,14.7974,0.1466,0.0000,0.0000,0.0000,0.0000,0,58.2004,0.0000,5,21;20;18;16;10;,64;60;55;48;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271)",,5.532;1.232;1.135;33.301;,6.000;4.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1382,21,11,20,10,21->11,0,auto,am,0.0000,16.0000,9.9441,64.5760,16.0000,9.882482,0.001353,0.0000,1.5804,0.0157,0.0000,0.0000,0.0000,0.0000,0,64.5760,0.0000,5,21;22;15;10;11;,65;67;43;27;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131)",,3.968;9.929;18.505;16.173;,2.000;3.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1383,21,11,20,10,21->11,0,auto,am,0.0000,16.0000,9.9441,71.7964,16.0000,10.940146,0.001498,0.0000,8.7909,0.0871,0.0000,0.0000,0.0000,0.0000,0,71.7964,0.0000,5,21;24;13;12;11;,66;74;38;36;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.746841 43.544131)",,17.031;25.540;0.164;13.061;,3.000;4.000;3.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,1384,21,11,20,10,21->11,0,auto,am,0.0000,14.0000,8.7011,64.8672,14.0000,9.609111,0.001248,0.0000,1.8731,0.0186,0.0000,0.0000,0.0000,0.0000,0,64.8672,0.0000,5,21;22;15;14;11;,65;67;44;40;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)",,3.968;9.929;16.062;20.908;,2.000;3.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1385,21,11,20,10,21->11,0,auto,am,400.0000,13.0000,8.0796,62.9948,13.0000,9.260362,0.001187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,62.9948,0.0000,5,21;24;23;14;11;,66;76;71;40;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131)",,17.031;3.839;8.216;20.908;,3.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1386,21,11,20,10,21->11,0,auto,am,0.0000,38.0000,23.6172,85.6087,38.0000,16.371274,0.002974,0.0000,22.6312,0.2242,0.0000,0.0000,0.0000,0.0000,0,85.6087,0.0000,9,21;20;18;7;8;9;5;4;11;,64;60;54;17;21;23;11;10;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,5.532;1.232;0.247;7.557;14.630;12.899;1.182;4.328;,6.000;4.000;2.000;3.000;10.000;5.000;2.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,1387,21,12,20,11,21->12,0,auto,am,300.0000,10.0000,6.2150,52.7349,10.0000,7.810420,0.001023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,52.7349,0.0000,4,21;24;13;12;,66;74;38;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",,17.031;25.540;0.164;,3.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1388,21,12,20,11,21->12,0,auto,am,0.0000,40.0000,24.8602,85.2223,40.0000,16.913885,0.003190,0.0000,32.4977,0.3220,0.0000,0.0000,0.0000,0.0000,0,85.2223,0.0000,10,21;20;18;7;8;9;5;4;3;12;,64;60;54;17;21;23;11;8;7;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,5.532;1.232;0.247;7.557;14.630;12.899;1.182;1.754;0.188;,6.000;4.000;2.000;3.000;10.000;5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1389,21,13,20,12,21->13,0,auto,am,600.0000,7.0000,4.3505,49.5706,7.0000,6.779322,0.000755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,49.5706,0.0000,3,21;24;13;,66;74;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",,17.031;25.540;,3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1390,21,13,20,12,21->13,0,auto,am,0.0000,43.0000,26.7247,88.3813,43.0000,17.945159,0.003457,0.0000,38.8211,0.3846,0.0000,0.0000,0.0000,0.0000,0,88.3813,0.0000,11,21;20;18;7;8;9;5;4;3;12;13;,64;60;54;17;21;23;11;8;7;37;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,5.532;1.232;0.247;7.557;14.630;12.899;1.182;1.754;0.188;0.159;,6.000;4.000;2.000;3.000;10.000;5.000;2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1391,21,14,20,13,21->14,0,auto,am,0.0000,10.0000,6.2150,39.9590,10.0000,6.132970,0.000844,0.0000,1.8731,0.0186,0.0000,0.0000,0.0000,0.0000,0,39.9590,0.0000,4,21;22;15;14;,65;67;44;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306)",,3.968;9.929;16.062;,2.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1392,21,14,20,13,21->14,0,auto,am,400.0000,9.0000,5.5935,38.0866,9.0000,5.784221,0.000784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,38.0866,0.0000,4,21;24;23;14;,66;76;71;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",,17.031;3.839;8.216;,3.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1393,21,14,20,13,21->14,0,auto,am,0.0000,19.0000,11.8086,55.9428,19.0000,9.515432,0.001515,0.0000,17.8594,0.1769,0.0000,0.0000,0.0000,0.0000,0,55.9428,0.0000,5,21;20;22;23;14;,64;63;70;71;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",,5.532;6.911;16.283;8.216;,6.000;5.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1394,21,15,20,14,21->15,0,auto,am,800.0000,5.0000,3.1075,18.8971,5.0000,2.946355,0.000415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,18.8971,0.0000,3,21;22;15;,65;67;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)",,3.968;9.929;,2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1395,21,15,20,14,21->15,0,auto,am,0.0000,13.0000,8.0796,33.3473,13.0000,5.984417,0.001016,0.0000,14.4551,0.1432,0.0000,0.0000,0.0000,0.0000,0,33.3473,0.0000,4,21;20;19;15;,64;61;57;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",,5.532;11.710;3.105;,6.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1396,21,15,20,14,21->15,0,auto,am,0.0000,14.0000,8.7011,58.7775,14.0000,8.928787,0.001209,0.0000,39.8790,0.3951,0.0000,0.0000,0.0000,0.0000,0,58.7775,0.0000,5,21;24;23;14;15;,66;76;71;41;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306, -96.731504 43.529401)",,17.031;3.839;8.216;15.691;,3.000;2.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1397,21,16,20,15,21->16,0,auto,am,600.0000,13.0000,8.0796,20.8994,13.0000,4.795140,0.001017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,20.8994,0.0000,4,21;20;18;16;,64;60;55;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,5.532;1.232;1.135;,6.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1398,21,16,20,15,21->16,0,auto,am,0.0000,14.0000,8.7011,27.1459,14.0000,5.617226,0.001098,0.0000,6.2468,0.0619,0.0000,0.0000,0.0000,0.0000,0,27.1459,0.0000,5,21;22;20;18;16;,65;68;60;55;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",,3.968;6.811;1.232;1.135;,2.000;5.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1399,21,16,20,15,21->16,0,auto,am,0.0000,12.0000,7.4580,47.3390,12.0000,7.337787,0.001027,0.0000,26.4275,0.2618,0.0000,0.0000,0.0000,0.0000,0,47.3390,0.0000,6,21;22;15;19;17;16;,65;67;45;58;52;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744)",,3.968;9.929;3.050;6.796;11.596;,2.000;3.000;3.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1400,21,17,20,16,21->17,0,auto,am,384.5166,15.0000,9.3226,34.9171,15.0000,6.715089,0.001231,0.0217,1.1681,0.0116,0.0000,0.0000,0.0000,0.0000,0,34.9171,0.0000,5,21;20;18;16;17;,64;60;55;49;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)",,5.532;1.232;1.135;12.018;,6.000;4.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1401,21,17,20,16,21->17,0,auto,am,215.4834,10.0000,6.2150,33.7428,10.0000,5.466929,0.000816,0.0217,1.0315,0.0102,0.0000,0.0000,0.0000,0.0000,0,33.7428,0.0000,5,21;22;15;19;17;,65;67;45;58;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280)",,3.968;9.929;3.050;6.796;,2.000;3.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,1402,21,17,20,16,21->17,0,auto,am,0.0000,27.0000,16.7806,85.0455,27.0000,14.089909,0.002168,0.0217,51.3092,0.5083,0.0000,0.0000,0.0000,0.0000,0,85.0455,0.0000,6,21;20;19;15;10;17;,64;61;57;43;30;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",,5.532;11.710;3.105;18.505;19.193;,6.000;4.000;3.000;6.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,1403,21,18,20,17,21->18,0,auto,am,100.0000,10.0000,6.2150,16.7649,10.0000,3.743366,0.000778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,16.7649,0.0000,3,21;20;18;,64;60;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",,5.532;1.232;,6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1404,21,18,20,17,21->18,0,auto,am,0.0000,11.0000,6.8365,23.0114,11.0000,4.565453,0.000859,0.0000,6.2468,0.0619,0.0000,0.0000,0.0000,0.0000,0,23.0114,0.0000,4,21;22;20;18;,65;68;60;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744)",,3.968;6.811;1.232;,2.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1405,21,19,20,18,21->19,0,auto,am,0.0000,10.0000,6.2150,27.2428,10.0000,4.775483,0.000789,0.0000,2.3014,0.0228,0.0000,0.0000,0.0000,0.0000,0,27.2428,0.0000,3,21;20;19;,64;61;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591)",,5.532;11.710;,6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,1406,21,19,20,18,21->19,0,auto,am,400.0000,8.0000,4.9720,24.9472,8.0000,4.150147,0.000642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,24.9472,0.0000,4,21;22;15;19;,65;67;45;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",,3.968;9.929;3.050;,2.000;3.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1407,21,19,20,18,21->19,0,auto,am,0.0000,17.0000,10.5656,64.8275,17.0000,10.132579,0.001436,0.0000,39.8790,0.3951,0.0000,0.0000,0.0000,0.0000,0,64.8275,0.0000,6,21;24;23;14;15;19;,66;76;71;41;45;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",,17.031;3.839;8.216;15.691;3.050;,3.000;2.000;4.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,1408,21,20,20,19,21->20,0,auto,am,1200.0000,6.0000,3.7290,11.5324,6.0000,2.354966,0.000454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,11.5324,0.0000,2,21;20;,64;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333)",,5.532;,6.000;,0,,,,,,,,,-1.000000,0.000000,
0,1409,21,20,20,19,21->20,0,auto,am,0.0000,7.0000,4.3505,17.7789,7.0000,3.177053,0.000536,0.0000,6.2468,0.0619,0.0000,0.0000,0.0000,0.0000,0,17.7789,0.0000,3,21;22;20;,65;68;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333)",,3.968;6.811;,2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,1410,21,22,20,21,21->22,0,auto,am,1800.0000,2.0000,1.2430,5.9679,2.0000,1.001227,0.000156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,5.9679,0.0000,2,21;22;,65;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858)",,3.968;,2.000;,0,,,,,,,,,-1.000000,0.000000,
