link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,MEU_vol_auto,mode_link_cap_auto,mode_DOC_auto,mode_TT_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
66,66,bpr,21,24,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9939.416,9939.416,10299.105,-359.689,,13:5287;23:1500;,0.000,0.000,0.000,,,,0.000,20.031,8.986,5.585,0.150,2.035,2.035,4885.358,4885.358,0.000,0.000,0.000,1.000,1.000,9939.416,0.955,1.142,2.148,1.083,60.000,51.000,0.400,4.000,8.986,5.355,18532.162,3318.283,18532.162,3318.283,2821.312,2733.612,"LINESTRING (-96.731078 43.510731, -96.749299 43.503410)",9939.416,9939.416,4885.358,2.034532,20.031,60.000,60.000,60.000,60.000,7.241,5.640,5.454,6.484,42.729,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9939.416,9939.416,0.000,8.986,0.000,-8.986,2.035,0.000,-2.035,2.148,0.000,-2.148,period-based
67,67,bpr,22,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,16966.676,16966.676,18056.934,-1090.258,,10:7592;14:774;19:4244;,0.000,0.000,0.000,,,,0.000,12.929,13.922,8.653,0.232,1.768,1.768,9599.181,9599.181,0.000,0.000,0.000,1.000,1.000,16966.676,0.955,1.142,1.830,1.083,60.000,51.000,0.400,4.000,13.922,9.301,31634.572,3656.102,31634.572,3656.102,2807.768,2658.062,"LINESTRING (-96.730977 43.514863, -96.731239 43.529406)",16966.676,16966.676,9599.181,1.767513,12.929,60.000,60.000,60.000,60.000,13.648,9.931,9.518,11.857,45.304,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,16966.676,16966.676,0.000,13.922,0.000,-13.922,1.768,0.000,-1.768,1.830,0.000,-1.830,period-based
68,68,bpr,22,20,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7036.482,7036.482,7000.000,36.482,,18:3883;19:0;21:0;,0.000,0.000,0.000,,,,0.000,11.811,25.400,15.786,0.423,1.386,1.386,5075.697,5075.697,0.000,0.000,0.000,1.000,1.000,7036.482,0.955,1.142,1.387,0.750,60.000,51.000,0.400,4.000,25.400,20.576,21866.010,1385.135,21866.010,1385.135,798.761,695.283,"LINESTRING (-96.731235 43.514593, -96.711179 43.515069)",7036.482,7036.482,5075.697,1.386308,11.811,60.000,60.000,60.000,60.000,32.358,22.352,21.188,27.698,52.683,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7036.482,7036.482,0.000,25.400,0.000,-25.400,1.386,0.000,-1.386,1.387,0.000,-1.387,period-based
69,69,bpr,22,21,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8086.930,8086.930,8299.461,-212.531,,20:0;24:3341;,0.000,0.000,0.000,,,,0.000,6.024,19.922,12.382,0.332,1.546,1.546,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,8086.930,0.955,1.142,1.571,1.083,60.000,51.000,0.400,4.000,19.922,14.849,10052.119,811.865,10052.119,811.865,542.300,494.730,"LINESTRING (-96.731506 43.514842, -96.731244 43.510469)",8086.930,8086.930,5229.910,1.546285,6.024,60.000,60.000,60.000,60.000,23.117,16.040,15.258,19.713,49.136,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8086.930,8086.930,0.000,19.922,0.000,-19.922,1.546,0.000,-1.546,1.571,0.000,-1.571,period-based
70,70,bpr,22,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9331.319,9331.319,9604.388,-273.069,,14:1295;24:1885;,0.000,0.000,0.000,,,,0.000,20.283,11.832,7.354,0.197,1.866,1.866,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,9331.319,0.955,1.142,1.947,1.083,60.000,51.000,0.400,4.000,11.832,7.559,23197.811,3154.525,23197.811,3154.525,2532.437,2422.657,"LINESTRING (-96.731241 43.515123, -96.750904 43.515123)",9331.319,9331.319,5000.000,1.866264,20.283,60.000,60.000,60.000,60.000,10.752,8.029,7.721,9.447,44.132,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9331.319,9331.319,0.000,11.832,0.000,-11.832,1.866,0.000,-1.866,1.947,0.000,-1.947,period-based
71,71,bpr,23,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7658.629,7658.629,8223.786,-565.157,,11:3441;15:1350;,0.000,0.000,0.000,,,,0.000,12.216,19.646,12.210,0.327,1.555,1.555,4924.791,4924.791,0.000,0.000,0.000,1.000,1.000,7658.629,0.955,1.142,1.581,1.083,60.000,51.000,0.400,4.000,19.646,14.577,19039.475,1559.328,19039.475,1559.328,1048.753,958.651,"LINESTRING (-96.750640 43.514861, -96.750771 43.529309)",7658.629,7658.629,4924.791,1.555118,12.216,60.000,60.000,60.000,60.000,22.655,15.739,14.976,19.326,48.952,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7658.629,7658.629,0.000,19.646,0.000,-19.646,1.555,0.000,-1.555,1.581,0.000,-1.581,period-based
72,72,bpr,23,22,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9285.971,9285.971,9566.843,-280.872,,15:2722;20:1922;,0.000,0.000,0.000,,,,0.000,19.983,12.010,7.464,0.200,1.857,1.857,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,9285.971,0.955,1.142,1.936,1.083,60.000,51.000,0.400,4.000,12.010,7.704,23085.072,3092.670,23085.072,3092.670,2473.605,2364.358,"LINESTRING (-96.750904 43.514593, -96.731241 43.514593)",9285.971,9285.971,5000.000,1.857194,19.983,60.000,60.000,60.000,60.000,10.989,8.186,7.870,9.645,44.228,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9285.971,9285.971,0.000,12.010,0.000,-12.010,1.857,0.000,-1.857,1.936,0.000,-1.936,period-based
73,73,bpr,23,24,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7827.952,7827.952,7742.693,85.259,,13:3589;21:1490;,0.000,0.000,0.000,,,,0.000,5.977,20.076,12.477,0.335,1.541,1.541,5078.508,5078.508,0.000,0.000,0.000,1.000,1.000,7827.952,0.955,1.142,1.565,1.083,60.000,51.000,0.400,4.000,20.076,15.002,9730.207,779.828,9730.207,779.828,518.896,472.849,"LINESTRING (-96.751166 43.514820, -96.749462 43.503126)",7827.952,7827.952,5078.508,1.541388,5.977,60.000,60.000,60.000,60.000,23.376,16.209,15.417,19.930,49.239,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7827.952,7827.952,0.000,20.076,0.000,-20.076,1.541,0.000,-1.541,1.565,0.000,-1.565,period-based
74,74,bpr,24,13,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10676.606,10676.606,10964.604,-287.998,,12:5494;,0.000,0.000,0.000,,,,0.000,29.540,8.125,5.050,0.135,2.097,2.097,5091.256,5091.256,0.000,0.000,0.000,1.000,1.000,10676.607,0.955,1.142,2.224,1.083,60.000,51.000,0.400,4.000,8.125,4.728,26542.217,5256.372,26542.217,5256.372,4544.598,4418.991,"LINESTRING (-96.749272 43.503419, -96.793448 43.490962)",10676.607,10676.607,5091.256,2.097048,29.540,60.000,60.000,60.000,60.000,6.284,4.965,4.810,5.663,42.352,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10676.606,10676.606,0.000,8.125,0.000,-8.125,2.097,0.000,-2.097,2.224,0.000,-2.224,period-based
75,75,bpr,24,21,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9893.296,9893.296,10248.417,-355.121,,20:3261;22:3340;,0.000,0.000,0.000,,,,0.000,19.727,9.125,5.671,0.152,2.025,2.025,4885.358,4885.358,0.000,0.000,0.000,1.000,1.000,9893.296,0.955,1.142,2.137,1.083,60.000,51.000,0.400,4.000,9.125,5.458,18446.170,3252.735,18446.170,3252.735,2758.070,2670.776,"LINESTRING (-96.749102 43.502919, -96.730880 43.510239)",9893.296,9893.296,4885.358,2.025091,19.727,60.000,60.000,60.000,60.000,7.400,5.751,5.559,6.619,42.791,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9893.296,9893.296,0.000,9.125,0.000,-9.125,2.025,0.000,-2.025,2.137,0.000,-2.137,period-based
76,76,bpr,24,23,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7752.386,7752.386,7704.481,47.905,,14:1940;22:1919;,0.000,0.000,0.000,,,,0.000,5.839,20.550,12.772,0.343,1.527,1.527,5078.508,5078.508,0.000,0.000,0.000,1.000,1.000,7752.386,0.955,1.142,1.548,1.083,60.000,51.000,0.400,4.000,20.550,15.475,9636.278,754.478,9636.278,754.478,496.065,450.463,"LINESTRING (-96.748938 43.503202, -96.750642 43.514896)",7752.386,7752.386,5078.508,1.526508,5.839,60.000,60.000,60.000,60.000,24.174,16.731,15.907,20.601,49.556,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7752.386,7752.386,0.000,20.550,0.000,-20.550,1.527,0.000,-1.527,1.548,0.000,-1.548,period-based
