od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,
21809,155,32,135,31,16,11,p,AM,2.78,1,23.3742,37.6091,23.3742,0.000000,0.000000,0.000000,0.000000,0.000000,
21810,155,33,135,32,16,11,p,AM,0.61,1,26.8932,43.2712,26.8932,0.000000,0.000000,0.000000,0.000000,0.000000,
21811,155,34,135,33,16,4,p,AM,2.03,1,26.4248,42.5175,26.4248,0.000000,0.000000,0.000000,0.000000,0.000000,
21812,155,35,135,34,16,4,p,AM,0.34,1,30.0792,48.3975,30.0792,0.000000,0.000000,0.000000,0.000000,0.000000,
21813,155,36,135,35,16,4,p,AM,0.44,1,30.3120,48.7719,30.3119,0.000000,0.000000,0.000000,0.000000,0.000000,
21814,155,37,135,36,16,7,p,AM,11.34,1,25.5889,41.1726,25.5889,0.000000,0.000000,0.000000,0.000000,0.000000,
21815,155,39,135,37,16,5,p,AM,1.72,1,27.9264,44.9336,27.9264,0.000000,0.000000,0.000000,0.000000,0.000000,
21816,155,41,135,38,16,5,p,AM,10.13,1,24.9984,40.2225,24.9984,0.000000,0.000000,0.000000,0.000000,0.000000,
21817,155,42,135,39,16,5,p,AM,0.74,1,25.7120,41.3706,25.7120,0.000000,0.000000,0.000000,0.000000,0.000000,
21818,155,43,135,40,16,18,p,AM,1.10,1,33.9083,54.5584,33.9083,0.000000,0.000000,0.000000,0.000000,0.000000,
21819,155,44,135,41,16,5,p,AM,2.69,1,30.9186,49.7481,30.9186,0.000000,0.000000,0.000000,0.000000,0.000000,
21820,155,45,135,42,16,18,p,AM,1.21,1,30.9205,49.7510,30.9205,0.000000,0.000000,0.000000,0.000000,0.000000,
21821,155,46,135,43,16,5,p,AM,5.07,1,27.8680,44.8397,27.8680,0.000000,0.000000,0.000000,0.000000,0.000000,
21822,155,47,135,44,16,18,p,AM,1.39,1,37.5155,60.3624,37.5155,0.000000,0.000000,0.000000,0.000000,0.000000,
21823,155,48,135,45,16,18,p,AM,0.83,1,36.8369,59.2706,36.8369,0.000000,0.000000,0.000000,0.000000,0.000000,
21824,155,49,135,46,16,6,p,AM,0.52,1,34.5868,55.6502,34.5868,0.000000,0.000000,0.000000,0.000000,0.000000,
21825,155,50,135,47,16,18,p,AM,1.39,1,34.3097,55.2043,34.3097,0.000000,0.000000,0.000000,0.000000,0.000000,
21826,155,51,135,48,16,6,p,AM,0.05,1,40.1891,64.6642,40.1891,0.000000,0.000000,0.000000,0.000000,0.000000,
21827,155,52,135,49,16,6,p,AM,0.15,1,39.8648,64.1424,39.8648,0.000000,0.000000,0.000000,0.000000,0.000000,
21828,155,53,135,50,16,6,p,AM,1.32,1,37.2905,60.0004,37.2905,0.000000,0.000000,0.000000,0.000000,0.000000,
21829,155,56,135,51,16,5,p,AM,1.24,1,25.3477,40.7844,25.3477,0.000000,0.000000,0.000000,0.000000,0.000000,
21830,155,58,135,52,16,5,p,AM,12.96,1,22.1062,35.5689,22.1062,0.000000,0.000000,0.000000,0.000000,0.000000,
21831,155,59,135,53,16,5,p,AM,1.27,1,24.9758,40.1861,24.9758,0.000000,0.000000,0.000000,0.000000,0.000000,
21832,155,60,135,54,16,5,p,AM,5.33,1,19.6052,31.5448,19.6052,0.000000,0.000000,0.000000,0.000000,0.000000,
21833,155,61,135,55,16,5,p,AM,4.21,1,22.4748,36.1620,22.4748,0.000000,0.000000,0.000000,0.000000,0.000000,
21834,155,62,135,56,16,5,p,AM,2.13,1,28.2769,45.4976,28.2769,0.000000,0.000000,0.000000,0.000000,0.000000,
21835,155,63,135,57,16,5,p,AM,7.99,1,25.4703,40.9817,25.4703,0.000000,0.000000,0.000000,0.000000,0.000000,
21836,155,64,135,58,16,5,p,AM,19.67,1,25.8732,41.6299,25.8732,0.000000,0.000000,0.000000,0.000000,0.000000,
21837,155,65,135,59,16,5,p,AM,8.99,1,22.9685,36.9564,22.9685,0.000000,0.000000,0.000000,0.000000,0.000000,
21838,155,66,135,60,16,7,p,AM,1.54,1,31.6084,50.8580,31.6084,0.000000,0.000000,0.000000,0.000000,0.000000,
21839,155,67,135,61,16,7,p,AM,1.65,1,31.4065,50.5331,31.4065,0.000000,0.000000,0.000000,0.000000,0.000000,
21840,155,68,135,62,16,7,p,AM,4.74,1,29.2904,47.1283,29.2904,0.000000,0.000000,0.000000,0.000000,0.000000,
21841,155,69,135,63,16,7,p,AM,7.23,1,29.0268,46.7040,29.0267,0.000000,0.000000,0.000000,0.000000,0.000000,
21842,155,70,135,64,16,6,p,AM,1.33,1,38.7881,62.4101,38.7881,0.000000,0.000000,0.000000,0.000000,0.000000,
21843,155,71,135,65,16,6,p,AM,0.72,1,34.4228,55.3863,34.4228,0.000000,0.000000,0.000000,0.000000,0.000000,
21844,155,72,135,66,16,6,p,AM,0.95,1,37.1469,59.7694,37.1469,0.000000,0.000000,0.000000,0.000000,0.000000,
21845,155,73,135,67,16,6,p,AM,2.46,1,32.4089,52.1459,32.4089,0.000000,0.000000,0.000000,0.000000,0.000000,
21846,155,74,135,68,16,6,p,AM,1.19,1,40.3442,64.9138,40.3442,0.000000,0.000000,0.000000,0.000000,0.000000,
21847,155,75,135,69,16,6,p,AM,0.10,1,38.9412,62.6564,38.9412,0.000000,0.000000,0.000000,0.000000,0.000000,
21848,155,76,135,70,16,7,p,AM,7.07,1,25.8777,41.6372,25.8777,0.000000,0.000000,0.000000,0.000000,0.000000,
21849,155,77,135,71,16,7,p,AM,28.87,1,22.6493,36.4428,22.6493,0.000000,0.000000,0.000000,0.000000,0.000000,
21850,155,78,135,72,16,8,p,AM,11.24,1,25.5932,41.1794,25.5932,0.000000,0.000000,0.000000,0.000000,0.000000,
21851,155,79,135,73,16,8,p,AM,1.89,1,28.6180,46.0463,28.6180,0.000000,0.000000,0.000000,0.000000,0.000000,
21852,155,80,135,74,16,8,p,AM,24.74,1,20.6501,33.2260,20.6501,0.000000,0.000000,0.000000,0.000000,0.000000,
21853,155,81,135,75,16,7,p,AM,46.95,1,17.6402,28.3832,17.6403,0.000000,0.000000,0.000000,0.000000,0.000000,
21854,155,82,135,76,16,9,p,AM,19.71,1,21.2230,34.1478,21.2230,0.000000,0.000000,0.000000,0.000000,0.000000,
21855,155,83,135,77,16,15,p,AM,26.84,1,18.3501,29.5254,18.3501,0.000000,0.000000,0.000000,0.000000,0.000000,
21856,155,84,135,78,16,1,p,AM,8.85,1,24.8631,40.0047,24.8631,0.000000,0.000000,0.000000,0.000000,0.000000,
21857,155,85,135,79,16,9,p,AM,24.39,1,21.3687,34.3823,21.3687,0.000000,0.000000,0.000000,0.000000,0.000000,
21858,155,86,135,80,16,9,p,AM,27.79,1,17.9943,28.9529,17.9943,0.000000,0.000000,0.000000,0.000000,0.000000,
21859,155,87,135,81,16,9,p,AM,56.00,1,15.0638,24.2377,15.0638,0.000000,0.000000,0.000000,0.000000,0.000000,
21860,155,88,135,82,16,9,p,AM,33.72,1,13.7483,22.1210,13.7483,0.000000,0.000000,0.000000,0.000000,0.000000,
21861,155,89,135,83,16,10,p,AM,31.24,1,10.8177,17.4057,10.8177,0.000000,0.000000,0.000000,0.000000,0.000000,
21862,155,90,135,84,16,9,p,AM,8.04,1,20.9102,33.6446,20.9102,0.000000,0.000000,0.000000,0.000000,0.000000,
21863,155,91,135,85,16,9,p,AM,25.16,1,16.6763,26.8321,16.6763,0.000000,0.000000,0.000000,0.000000,0.000000,
21864,155,92,135,86,16,17,p,AM,19.24,1,12.6300,20.3217,12.6300,0.000000,0.000000,0.000000,0.000000,0.000000,
21865,155,93,135,87,16,10,p,AM,21.84,1,21.0390,33.8518,21.0390,0.000000,0.000000,0.000000,0.000000,0.000000,
21866,155,94,135,88,16,10,p,AM,3.03,1,18.1085,29.1365,18.1085,0.000000,0.000000,0.000000,0.000000,0.000000,
21867,155,95,135,89,16,10,p,AM,10.23,1,19.9704,32.1324,19.9704,0.000000,0.000000,0.000000,0.000000,0.000000,
21868,155,96,135,90,16,10,p,AM,2.83,1,17.1034,27.5194,17.1034,0.000000,0.000000,0.000000,0.000000,0.000000,
21869,155,97,135,91,16,11,p,AM,10.23,1,21.5888,34.7363,21.5888,0.000000,0.000000,0.000000,0.000000,0.000000,
21870,155,98,135,92,16,11,p,AM,19.56,1,19.5459,31.4493,19.5458,0.000000,0.000000,0.000000,0.000000,0.000000,
21871,155,99,135,93,16,11,p,AM,3.54,1,26.0000,41.8340,26.0000,0.000000,0.000000,0.000000,0.000000,0.000000,
21872,155,100,135,94,16,11,p,AM,5.29,1,22.9010,36.8477,22.9010,0.000000,0.000000,0.000000,0.000000,0.000000,
21873,155,101,135,95,16,11,p,AM,0.77,1,28.5077,45.8689,28.5077,0.000000,0.000000,0.000000,0.000000,0.000000,
21874,155,102,135,96,16,12,p,AM,4.39,1,22.9601,36.9427,22.9601,0.000000,0.000000,0.000000,0.000000,0.000000,
21875,155,103,135,97,16,12,p,AM,6.48,1,20.1559,32.4308,20.1559,0.000000,0.000000,0.000000,0.000000,0.000000,
21876,155,104,135,98,16,12,p,AM,2.06,1,25.8938,41.6631,25.8938,0.000000,0.000000,0.000000,0.000000,0.000000,
21877,155,106,135,99,16,11,p,AM,1.99,1,28.3821,45.6668,28.3821,0.000000,0.000000,0.000000,0.000000,0.000000,
21878,155,107,135,100,16,11,p,AM,1.78,1,25.8315,41.5629,25.8315,0.000000,0.000000,0.000000,0.000000,0.000000,
21879,155,108,135,101,16,11,p,AM,0.49,1,31.6787,50.9709,31.6786,0.000000,0.000000,0.000000,0.000000,0.000000,
21880,155,109,135,102,16,11,p,AM,0.91,1,28.9449,46.5724,28.9449,0.000000,0.000000,0.000000,0.000000,0.000000,
21881,155,110,135,103,16,13,p,AM,0.27,1,30.3852,48.8898,30.3852,0.000000,0.000000,0.000000,0.000000,0.000000,
21882,155,111,135,104,16,11,p,AM,0.77,1,30.6875,49.3762,30.6875,0.000000,0.000000,0.000000,0.000000,0.000000,
21883,155,112,135,105,16,13,p,AM,0.41,1,33.4358,53.7982,33.4358,0.000000,0.000000,0.000000,0.000000,0.000000,
21884,155,113,135,106,16,13,p,AM,1.11,1,35.5476,57.1961,35.5476,0.000000,0.000000,0.000000,0.000000,0.000000,
21885,155,114,135,107,16,13,p,AM,0.04,1,34.3839,55.3237,34.3839,0.000000,0.000000,0.000000,0.000000,0.000000,
21886,155,115,135,108,16,13,p,AM,0.25,1,37.3735,60.1340,37.3735,0.000000,0.000000,0.000000,0.000000,0.000000,
21887,155,116,135,109,16,14,p,AM,0.22,1,40.5391,65.2274,40.5391,0.000000,0.000000,0.000000,0.000000,0.000000,
21888,155,118,135,110,16,14,p,AM,0.26,1,43.6469,70.2279,43.6469,0.000000,0.000000,0.000000,0.000000,0.000000,
21889,155,121,135,111,16,14,p,AM,0.38,1,36.6098,58.9051,36.6098,0.000000,0.000000,0.000000,0.000000,0.000000,
21890,155,123,135,112,16,14,p,AM,0.28,1,39.5384,63.6173,39.5384,0.000000,0.000000,0.000000,0.000000,0.000000,
21891,155,125,135,113,16,5,p,AM,1.38,1,22.2292,35.7668,22.2292,0.000000,0.000000,0.000000,0.000000,0.000000,
21892,155,127,135,114,16,15,p,AM,3.23,1,19.4237,31.2527,19.4237,0.000000,0.000000,0.000000,0.000000,0.000000,
21893,155,129,135,115,16,5,p,AM,17.30,1,16.4918,26.5354,16.4919,0.000000,0.000000,0.000000,0.000000,0.000000,
21894,155,130,135,116,16,5,p,AM,4.85,1,19.2396,30.9565,19.2396,0.000000,0.000000,0.000000,0.000000,0.000000,
21895,155,131,135,117,16,5,p,AM,32.45,1,13.6832,22.0163,13.6832,0.000000,0.000000,0.000000,0.000000,0.000000,
21896,155,132,135,118,16,15,p,AM,20.41,1,16.5560,26.6387,16.5560,0.000000,0.000000,0.000000,0.000000,0.000000,
21897,155,133,135,119,16,5,p,AM,26.84,1,22.8226,36.7215,22.8226,0.000000,0.000000,0.000000,0.000000,0.000000,
21898,155,134,135,120,16,5,p,AM,25.15,1,19.6455,31.6096,19.6455,0.000000,0.000000,0.000000,0.000000,0.000000,
21899,155,135,135,121,16,7,p,AM,28.68,1,19.7720,31.8131,19.7720,0.000000,0.000000,0.000000,0.000000,0.000000,
21900,155,136,135,122,16,15,p,AM,69.50,1,16.9530,27.2773,16.9530,0.000000,0.000000,0.000000,0.000000,0.000000,
21901,155,137,135,123,16,16,p,AM,10.85,1,16.4358,26.4453,16.4358,0.000000,0.000000,0.000000,0.000000,0.000000,
21902,155,141,135,124,16,15,p,AM,64.02,1,10.6326,17.1078,10.6326,0.000000,0.000000,0.000000,0.000000,0.000000,
21903,155,142,135,125,16,15,p,AM,57.25,1,13.4412,21.6270,13.4412,0.000000,0.000000,0.000000,0.000000,0.000000,
21904,155,143,135,126,16,15,p,AM,127.63,1,7.7046,12.3967,7.7046,0.000000,0.000000,0.000000,0.000000,0.000000,
21905,155,144,135,127,16,16,p,AM,33.29,1,10.5166,16.9211,10.5166,0.000000,0.000000,0.000000,0.000000,0.000000,
21906,155,145,135,128,16,15,p,AM,45.61,1,16.9050,27.2001,16.9050,0.000000,0.000000,0.000000,0.000000,0.000000,
21907,155,146,135,129,16,15,p,AM,72.91,1,14.1539,22.7736,14.1539,0.000000,0.000000,0.000000,0.000000,0.000000,
21908,155,147,135,130,16,15,p,AM,189.11,1,14.8288,23.8596,14.8289,0.000000,0.000000,0.000000,0.000000,0.000000,
21909,155,148,135,131,16,15,p,AM,315.66,1,10.8575,17.4697,10.8575,0.000000,0.000000,0.000000,0.000000,0.000000,
21910,155,149,135,132,16,19,p,AM,120.56,1,10.4515,16.8164,10.4515,0.000000,0.000000,0.000000,0.000000,0.000000,
21911,155,153,135,133,16,16,p,AM,369.79,1,4.5930,7.3901,4.5930,0.000000,0.000000,0.000000,0.000000,0.000000,
21912,155,154,135,134,16,16,p,AM,295.92,1,7.4600,12.0031,7.4600,0.000000,0.000000,0.000000,0.000000,0.000000,
21913,155,156,135,136,16,19,p,AM,194.34,1,4.5982,7.3985,4.5982,0.000000,0.000000,0.000000,0.000000,0.000000,
21914,155,157,135,137,16,15,p,AM,122.11,1,11.7788,18.9522,11.7789,0.000000,0.000000,0.000000,0.000000,0.000000,
21915,155,158,135,138,16,15,p,AM,188.86,1,8.9118,14.3392,8.9118,0.000000,0.000000,0.000000,0.000000,0.000000,
21916,155,159,135,139,16,17,p,AM,180.21,1,7.8897,12.6946,7.8897,0.000000,0.000000,0.000000,0.000000,0.000000,
21917,155,160,135,140,16,17,p,AM,220.82,1,4.9592,7.9793,4.9592,0.000000,0.000000,0.000000,0.000000,0.000000,
21918,155,161,135,141,16,17,p,AM,73.29,1,9.3878,15.1050,9.3878,0.000000,0.000000,0.000000,0.000000,0.000000,
21919,155,170,135,142,16,5,p,AM,0.55,1,33.8239,54.4227,33.8239,0.000000,0.000000,0.000000,0.000000,0.000000,
21920,155,190,135,143,16,19,p,AM,42.88,1,13.4457,21.6341,13.4457,0.000000,0.000000,0.000000,0.000000,0.000000,
21921,155,191,135,144,16,19,p,AM,28.83,1,16.2576,26.1585,16.2576,0.000000,0.000000,0.000000,0.000000,0.000000,
21922,155,210,135,145,16,18,p,AM,0.01,1,51.9680,83.6165,51.9680,0.000000,0.000000,0.000000,0.000000,0.000000,
21923,155,219,135,146,16,18,p,AM,0.12,1,39.5832,63.6894,39.5832,0.000000,0.000000,0.000000,0.000000,0.000000,
21924,155,220,135,147,16,18,p,AM,0.01,1,49.3444,79.3952,49.3444,0.000000,0.000000,0.000000,0.000000,0.000000,
21925,155,221,135,148,16,18,p,AM,0.02,1,46.8304,75.3502,46.8304,0.000000,0.000000,0.000000,0.000000,0.000000,
21926,155,229,135,149,16,18,p,AM,0.26,1,36.8941,59.3626,36.8941,0.000000,0.000000,0.000000,0.000000,0.000000,
21927,155,230,135,150,16,18,p,AM,0.38,1,33.9051,54.5533,33.9051,0.000000,0.000000,0.000000,0.000000,0.000000,
21928,155,231,135,151,16,18,p,AM,0.09,1,43.9592,70.7304,43.9592,0.000000,0.000000,0.000000,0.000000,0.000000,
21929,155,232,135,152,16,18,p,AM,0.13,1,44.3250,71.3188,44.3250,0.000000,0.000000,0.000000,0.000000,0.000000,
21930,155,233,135,153,16,18,p,AM,0.32,1,40.1056,64.5298,40.1056,0.000000,0.000000,0.000000,0.000000,0.000000,
21931,155,267,135,154,16,16,p,AM,140.72,1,4.6559,7.4913,4.6559,0.000000,0.000000,0.000000,0.000000,0.000000,
21932,155,268,135,155,16,19,p,AM,41.22,1,7.5268,12.1106,7.5268,0.000000,0.000000,0.000000,0.000000,0.000000,
21933,155,269,135,156,16,19,p,AM,50.44,1,7.9732,12.8289,7.9732,0.000000,0.000000,0.000000,0.000000,0.000000,
21934,155,279,135,157,16,12,p,AM,5.93,1,15.6641,25.2036,15.6641,0.000000,0.000000,0.000000,0.000000,0.000000,
21935,155,287,135,158,16,20,p,AM,15.68,1,16.7604,26.9675,16.7604,0.000000,0.000000,0.000000,0.000000,0.000000,
21936,155,288,135,159,16,20,p,AM,19.11,1,19.4294,31.2619,19.4294,0.000000,0.000000,0.000000,0.000000,0.000000,
21937,155,356,135,160,16,13,p,AM,0.60,1,38.4434,61.8555,38.4434,0.000000,0.000000,0.000000,0.000000,0.000000,
21938,155,357,135,161,16,21,p,AM,0.17,1,44.4253,71.4803,44.4253,0.000000,0.000000,0.000000,0.000000,0.000000,
21939,156,1,136,0,19,6,p,AM,0.13,1,40.2304,64.7306,40.2304,0.000000,0.000000,0.000000,0.000000,0.000000,
21940,156,2,136,1,19,6,p,AM,0.30,1,37.2695,59.9666,37.2695,0.000000,0.000000,0.000000,0.000000,0.000000,
21941,156,3,136,2,19,2,p,AM,1.30,1,37.8482,60.8978,37.8482,0.000000,0.000000,0.000000,0.000000,0.000000,
21942,156,4,136,3,19,2,p,AM,0.29,1,36.8520,59.2948,36.8520,0.000000,0.000000,0.000000,0.000000,0.000000,
21943,156,5,136,4,19,2,p,AM,2.06,1,34.7378,55.8932,34.7378,0.000000,0.000000,0.000000,0.000000,0.000000,
21944,156,6,136,5,19,1,p,AM,0.75,1,34.8340,56.0480,34.8340,0.000000,0.000000,0.000000,0.000000,0.000000,
21945,156,7,136,6,19,1,p,AM,1.59,1,34.0516,54.7890,34.0516,0.000000,0.000000,0.000000,0.000000,0.000000,
21946,156,8,136,7,19,8,p,AM,1.90,1,31.7637,51.1079,31.7637,0.000000,0.000000,0.000000,0.000000,0.000000,
21947,156,9,136,8,19,8,p,AM,3.32,1,31.1667,50.1472,31.1667,0.000000,0.000000,0.000000,0.000000,0.000000,
21948,156,10,136,9,19,1,p,AM,2.44,1,31.5989,50.8426,31.5989,0.000000,0.000000,0.000000,0.000000,0.000000,
21949,156,11,136,10,19,1,p,AM,4.13,1,27.8754,44.8516,27.8754,0.000000,0.000000,0.000000,0.000000,0.000000,
21950,156,12,136,11,19,2,p,AM,3.26,1,30.1852,48.5680,30.1852,0.000000,0.000000,0.000000,0.000000,0.000000,
21951,156,13,136,12,19,2,p,AM,6.67,1,27.5072,44.2591,27.5072,0.000000,0.000000,0.000000,0.000000,0.000000,
21952,156,14,136,13,19,2,p,AM,0.98,1,34.2325,55.0801,34.2325,0.000000,0.000000,0.000000,0.000000,0.000000,
21953,156,15,136,14,19,2,p,AM,2.09,1,32.6697,52.5655,32.6697,0.000000,0.000000,0.000000,0.000000,0.000000,
21954,156,16,136,15,19,3,p,AM,5.71,1,30.1415,48.4977,30.1415,0.000000,0.000000,0.000000,0.000000,0.000000,
21955,156,17,136,16,19,3,p,AM,2.63,1,32.5174,52.3205,32.5174,0.000000,0.000000,0.000000,0.000000,0.000000,
21956,156,18,136,17,19,3,p,AM,5.39,1,31.0612,49.9775,31.0612,0.000000,0.000000,0.000000,0.000000,0.000000,
21957,156,19,136,18,19,3,p,AM,0.66,1,29.5770,47.5894,29.5770,0.000000,0.000000,0.000000,0.000000,0.000000,
21958,156,20,136,19,19,3,p,AM,4.84,1,27.1318,43.6551,27.1318,0.000000,0.000000,0.000000,0.000000,0.000000,
21959,156,21,136,20,19,3,p,AM,2.70,1,29.6807,47.7563,29.6807,0.000000,0.000000,0.000000,0.000000,0.000000,
21960,156,22,136,21,19,3,p,AM,1.05,1,28.8812,46.4699,28.8812,0.000000,0.000000,0.000000,0.000000,0.000000,
21961,156,23,136,22,19,3,p,AM,7.37,1,26.5380,42.6997,26.5380,0.000000,0.000000,0.000000,0.000000,0.000000,
21962,156,24,136,23,19,9,p,AM,6.42,1,23.8973,38.4508,23.8973,0.000000,0.000000,0.000000,0.000000,0.000000,
21963,156,25,136,24,19,9,p,AM,13.09,1,20.3942,32.8143,20.3942,0.000000,0.000000,0.000000,0.000000,0.000000,
21964,156,26,136,25,19,9,p,AM,10.35,1,23.4830,37.7842,23.4830,0.000000,0.000000,0.000000,0.000000,0.000000,
21965,156,27,136,26,19,4,p,AM,2.42,1,26.1173,42.0228,26.1173,0.000000,0.000000,0.000000,0.000000,0.000000,
21966,156,28,136,27,19,4,p,AM,1.30,1,29.7022,47.7908,29.7022,0.000000,0.000000,0.000000,0.000000,0.000000,
21967,156,29,136,28,19,4,p,AM,1.24,1,29.6549,47.7147,29.6549,0.000000,0.000000,0.000000,0.000000,0.000000,
21968,156,30,136,29,19,11,p,AM,4.89,1,22.8045,36.6924,22.8045,0.000000,0.000000,0.000000,0.000000,0.000000,
21969,156,31,136,30,19,4,p,AM,0.94,1,25.8379,41.5733,25.8379,0.000000,0.000000,0.000000,0.000000,0.000000,
21970,156,32,136,31,19,11,p,AM,1.68,1,26.2470,42.2315,26.2470,0.000000,0.000000,0.000000,0.000000,0.000000,
21971,156,33,136,32,19,11,p,AM,3.40,1,29.7661,47.8936,29.7661,0.000000,0.000000,0.000000,0.000000,0.000000,
21972,156,34,136,33,19,4,p,AM,0.62,1,29.2976,47.1399,29.2977,0.000000,0.000000,0.000000,0.000000,0.000000,
21973,156,35,136,34,19,4,p,AM,0.21,1,32.9520,53.0198,32.9520,0.000000,0.000000,0.000000,0.000000,0.000000,
21974,156,36,136,35,19,4,p,AM,1.29,1,33.1848,53.3943,33.1848,0.000000,0.000000,0.000000,0.000000,0.000000,
21975,156,37,136,36,19,7,p,AM,6.85,1,27.6363,44.4668,27.6363,0.000000,0.000000,0.000000,0.000000,0.000000,
21976,156,39,136,37,19,5,p,AM,1.04,1,30.9764,49.8410,30.9764,0.000000,0.000000,0.000000,0.000000,0.000000,
21977,156,41,136,38,19,5,p,AM,6.50,1,28.0484,45.1299,28.0484,0.000000,0.000000,0.000000,0.000000,0.000000,
21978,156,42,136,39,19,5,p,AM,0.45,1,32.4842,52.2671,32.4842,0.000000,0.000000,0.000000,0.000000,0.000000,
21979,156,43,136,40,19,18,p,AM,0.67,1,36.9582,59.4658,36.9582,0.000000,0.000000,0.000000,0.000000,0.000000,
21980,156,44,136,41,19,5,p,AM,1.62,1,33.9686,54.6555,33.9686,0.000000,0.000000,0.000000,0.000000,0.000000,
21981,156,45,136,42,19,18,p,AM,1.73,1,33.9704,54.6584,33.9704,0.000000,0.000000,0.000000,0.000000,0.000000,
21982,156,46,136,43,19,5,p,AM,2.85,1,30.9180,49.7470,30.9180,0.000000,0.000000,0.000000,0.000000,0.000000,
21983,156,47,136,44,19,18,p,AM,0.24,1,39.6690,63.8275,39.6690,0.000000,0.000000,0.000000,0.000000,0.000000,
21984,156,48,136,45,19,18,p,AM,0.50,1,39.8869,64.1780,39.8869,0.000000,0.000000,0.000000,0.000000,0.000000,
21985,156,49,136,46,19,6,p,AM,0.31,1,36.7404,59.1153,36.7404,0.000000,0.000000,0.000000,0.000000,0.000000,
21986,156,50,136,47,19,18,p,AM,0.84,1,36.4633,58.6694,36.4633,0.000000,0.000000,0.000000,0.000000,0.000000,
21987,156,51,136,48,19,6,p,AM,0.03,1,42.3426,68.1293,42.3426,0.000000,0.000000,0.000000,0.000000,0.000000,
21988,156,52,136,49,19,6,p,AM,0.09,1,42.0183,67.6075,42.0183,0.000000,0.000000,0.000000,0.000000,0.000000,
21989,156,53,136,50,19,6,p,AM,0.19,1,39.4440,63.4654,39.4440,0.000000,0.000000,0.000000,0.000000,0.000000,
21990,156,56,136,51,19,5,p,AM,4.86,1,22.9801,36.9749,22.9801,0.000000,0.000000,0.000000,0.000000,0.000000,
21991,156,58,136,52,19,5,p,AM,8.60,1,25.1562,40.4763,25.1562,0.000000,0.000000,0.000000,0.000000,0.000000,
21992,156,59,136,53,19,5,p,AM,3.86,1,22.6818,36.4950,22.6818,0.000000,0.000000,0.000000,0.000000,0.000000,
21993,156,60,136,54,19,5,p,AM,4.22,1,22.6552,36.4522,22.6552,0.000000,0.000000,0.000000,0.000000,0.000000,
21994,156,61,136,55,19,5,p,AM,4.91,1,20.1808,32.4709,20.1808,0.000000,0.000000,0.000000,0.000000,0.000000,
21995,156,62,136,56,19,5,p,AM,1.29,1,31.3269,50.4050,31.3269,0.000000,0.000000,0.000000,0.000000,0.000000,
21996,156,63,136,57,19,5,p,AM,6.62,1,28.5203,45.8891,28.5202,0.000000,0.000000,0.000000,0.000000,0.000000,
21997,156,64,136,58,19,5,p,AM,11.86,1,28.0267,45.0950,28.0267,0.000000,0.000000,0.000000,0.000000,0.000000,
21998,156,65,136,59,19,5,p,AM,6.22,1,26.0185,41.8638,26.0185,0.000000,0.000000,0.000000,0.000000,0.000000,
21999,156,66,136,60,19,7,p,AM,1.93,1,33.7620,54.3230,33.7620,0.000000,0.000000,0.000000,0.000000,0.000000,
22000,156,67,136,61,19,7,p,AM,1.00,1,33.5601,53.9982,33.5601,0.000000,0.000000,0.000000,0.000000,0.000000,
22001,156,68,136,62,19,7,p,AM,2.26,1,31.4440,50.5934,31.4440,0.000000,0.000000,0.000000,0.000000,0.000000,
22002,156,69,136,63,19,7,p,AM,4.76,1,31.1803,50.1691,31.1803,0.000000,0.000000,0.000000,0.000000,0.000000,
22003,156,70,136,64,19,6,p,AM,0.20,1,40.9417,65.8752,40.9417,0.000000,0.000000,0.000000,0.000000,0.000000,
22004,156,71,136,65,19,6,p,AM,0.44,1,36.5764,58.8514,36.5764,0.000000,0.000000,0.000000,0.000000,0.000000,
22005,156,72,136,66,19,6,p,AM,1.58,1,39.3005,63.2345,39.3005,0.000000,0.000000,0.000000,0.000000,0.000000,
22006,156,73,136,67,19,6,p,AM,1.48,1,34.5624,55.6110,34.5624,0.000000,0.000000,0.000000,0.000000,0.000000,
22007,156,74,136,68,19,6,p,AM,0.12,1,42.8336,68.9193,42.8337,0.000000,0.000000,0.000000,0.000000,0.000000,
22008,156,75,136,69,19,6,p,AM,0.06,1,41.3870,66.5917,41.3870,0.000000,0.000000,0.000000,0.000000,0.000000,
22009,156,76,136,70,19,7,p,AM,5.06,1,28.0313,45.1023,28.0313,0.000000,0.000000,0.000000,0.000000,0.000000,
22010,156,77,136,71,19,7,p,AM,16.21,1,24.8029,39.9078,24.8029,0.000000,0.000000,0.000000,0.000000,0.000000,
22011,156,78,136,72,19,8,p,AM,9.19,1,27.7467,44.6445,27.7467,0.000000,0.000000,0.000000,0.000000,0.000000,
22012,156,79,136,73,19,8,p,AM,1.14,1,30.7715,49.5114,30.7715,0.000000,0.000000,0.000000,0.000000,0.000000,
22013,156,80,136,74,19,8,p,AM,15.13,1,22.6975,36.5202,22.6975,0.000000,0.000000,0.000000,0.000000,0.000000,
22014,156,81,136,75,19,7,p,AM,29.13,1,19.6876,31.6774,19.6876,0.000000,0.000000,0.000000,0.000000,0.000000,
22015,156,82,136,76,19,9,p,AM,12.70,1,22.0759,35.5201,22.0759,0.000000,0.000000,0.000000,0.000000,0.000000,
