link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,lanes_s2,link_type_s0,link_type_s1,link_type_s2,lanes_p1_s0_auto,lanes_p1_s1_auto,lanes_p1_s2_auto,VOL_p1_s0_auto,VOL_p1_s1_auto,VOL_p1_s2_auto,MEU_p1_s0_auto,MEU_p1_s1_auto,MEU_p1_s2_auto,CAP_p1_s0_auto,CAP_p1_s1_auto,CAP_p1_s2_auto,PEN_p1_s0_auto,PEN_p1_s1_auto,PEN_p1_s2_auto,DOC_p1_s0_auto,DOC_p1_s1_auto,DOC_p1_s2_auto,TT_p1_s0_auto,TT_p1_s1_auto,TT_p1_s2_auto,CO2_p1_s0_auto,CO2_p1_s1_auto,CO2_p1_s2_auto,NOX_p1_s0_auto,NOX_p1_s1_auto,NOX_p1_s2_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_2040_auto,MEU_am_2040_auto,CAP_am_2040_auto,PEN_am_2040_auto,DOC_am_2040_auto,TT_am_2040_auto,CO2_am_2040_auto,NOX_am_2040_auto,VOL_am_2050_auto,MEU_am_2050_auto,CAP_am_2050_auto,PEN_am_2050_auto,DOC_am_2050_auto,TT_am_2050_auto,CO2_am_2050_auto,NOX_am_2050_auto,
2643,76,motorway,864,732,"LINESTRING (-88.528178 41.686618, -88.528178 41.778456)",10.011198,6.222000,10.011198,60.000000,-60.000000,4000.000000,2000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,72.6,111.5,889.8,72.6,111.5,889.8,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.2,10.0,10.0,10.0,15101.3,23212.3,185147.9,4.0,6.2,49.3,72.6,72.6,4000.000,0.000,0.018,10.011,15101.288,4.021,111.5,111.5,4000.000,0.000,0.028,10.011,23212.254,6.181,889.8,889.8,4000.000,0.000,0.222,10.015,185147.948,49.295,
2644,76,motorway,864,865,"LINESTRING (-88.528202 41.686592, -88.418649 41.694696)",9.072813,5.638790,9.072813,60.000000,-60.000000,4500.000000,2500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,924.2,1338.7,1776.9,924.2,1338.7,1776.9,4500.0,4500.0,4500.0,0.0,0.0,0.0,0.2,0.3,0.4,9.1,9.1,9.1,174281.5,252409.6,334859.1,46.4,67.2,89.0,924.2,924.2,4500.000,0.000,0.205,9.075,174281.519,46.404,1338.7,1338.7,4500.000,0.000,0.297,9.083,252409.585,67.175,1776.9,1776.9,4500.000,0.000,0.395,9.106,334859.081,89.008,
2645,76,motorway,864,867,"LINESTRING (-88.528230 41.686617, -88.525849 41.597481)",9.718730,6.040230,9.718730,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,78.1,243.9,1186.2,78.1,243.9,1186.2,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.1,0.2,0.8,9.7,9.7,10.3,15783.2,49276.0,237651.6,4.2,13.1,61.5,78.1,78.1,1500.000,0.000,0.052,9.719,15783.243,4.203,243.9,243.9,1500.000,0.000,0.163,9.720,49275.958,13.121,1186.2,1186.2,1500.000,0.000,0.791,10.289,237651.598,61.516,
2646,76,motorway,864,913,"LINESTRING (-88.528182 41.686632, -88.665124 41.905421)",26.386152,16.399100,26.386152,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,90.1,164.1,230.7,90.1,164.1,230.7,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.1,0.1,26.4,26.4,26.4,49394.5,89977.2,126543.9,13.2,24.0,33.7,90.1,90.1,2500.000,0.000,0.036,26.386,49394.523,13.153,164.1,164.1,2500.000,0.000,0.066,26.386,89977.164,23.960,230.7,230.7,2500.000,0.000,0.092,26.386,126543.932,33.698,
2647,76,motorway,865,319,"LINESTRING (-88.418667 41.694743, -88.430566 41.685740)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,618.3,927.5,1236.6,618.3,927.5,1236.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,17839.3,26759.0,35678.6,4.8,7.1,9.5,618.3,618.3,49500.000,0.000,0.012,1.388,17839.301,4.750,927.5,927.5,49500.000,0.000,0.019,1.388,26758.952,7.126,1236.6,1236.6,49500.000,0.000,0.025,1.388,35678.602,9.501,
2648,76,motorway,865,733,"LINESTRING (-88.418625 41.694721, -88.415052 41.781156)",9.426906,5.858860,9.426906,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,999.6,1721.9,2793.4,999.6,1721.9,2793.4,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.2,0.3,0.6,9.4,9.4,9.6,195857.6,337252.5,545898.1,52.1,89.7,144.3,999.6,999.6,5000.000,0.000,0.200,9.429,195857.586,52.149,1721.9,1721.9,5000.000,0.000,0.344,9.447,337252.495,89.713,2793.4,2793.4,5000.000,0.000,0.559,9.565,545898.082,144.320,
2649,76,motorway,865,864,"LINESTRING (-88.418653 41.694748, -88.528206 41.686644)",9.072813,5.638790,9.072813,60.000000,-60.000000,4500.000000,2500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,499.2,726.4,925.0,499.2,726.4,925.0,4500.0,4500.0,4500.0,0.0,0.0,0.0,0.1,0.2,0.2,9.1,9.1,9.1,94136.7,136978.4,174431.8,25.1,36.5,46.4,499.2,499.2,4500.000,0.000,0.111,9.073,94136.659,25.068,726.4,726.4,4500.000,0.000,0.161,9.074,136978.446,36.475,925.0,925.0,4500.000,0.000,0.206,9.075,174431.759,46.444,
2650,76,motorway,865,866,"LINESTRING (-88.418652 41.694696, -88.301953 41.690194)",9.631120,5.985780,9.631120,60.000000,-60.000000,1000.000000,-1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,672.1,1032.3,1380.6,672.1,1032.3,1380.6,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.7,1.0,1.4,9.9,11.3,14.9,133870.5,204528.4,288207.5,35.1,50.4,61.9,672.1,672.1,1000.000,0.000,0.672,9.926,133870.491,35.117,1032.3,1032.3,1000.000,0.000,1.032,11.271,204528.412,50.385,1380.6,1380.6,1000.000,0.000,1.381,14.879,288207.494,61.899,
2651,76,motorway,865,868,"LINESTRING (-88.418677 41.694720, -88.412723 41.603783)",9.925197,6.168550,9.925197,60.000000,-60.000000,500.000000,-1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,206.2,407.9,709.1,206.2,407.9,709.1,500.0,500.0,500.0,0.0,0.0,0.0,0.4,0.8,1.4,10.0,10.6,15.9,42498.4,83411.8,154484.4,11.3,21.5,32.5,206.2,206.2,500.000,0.000,0.412,9.968,42498.395,11.293,407.9,407.9,500.000,0.000,0.816,10.585,83411.833,21.513,709.1,709.1,500.000,0.000,1.418,15.948,154484.414,32.539,
2652,76,motorway,866,320,"LINESTRING (-88.301968 41.690241, -88.313866 41.681238)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2478.3,3717.5,4956.6,2478.3,3717.5,4956.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.1,1.4,1.4,1.4,71503.5,107255.1,143006.5,19.0,28.6,38.1,2478.3,2478.3,49500.000,0.000,0.050,1.388,71503.471,19.041,3717.5,3717.5,49500.000,0.000,0.075,1.388,107255.125,28.561,4956.6,4956.6,49500.000,0.000,0.100,1.388,143006.539,38.081,
2653,76,motorway,866,736,"LINESTRING (-88.301928 41.690210, -88.275731 41.756837)",7.577199,4.709260,7.577199,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1282.0,2091.7,3822.0,1282.0,2091.7,3822.0,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.4,0.6,1.1,7.6,7.7,9.2,201814.7,328311.0,597272.2,53.7,86.6,144.5,1282.0,1282.0,3500.000,0.000,0.366,7.598,201814.721,53.669,2091.7,2091.7,3500.000,0.000,0.598,7.722,328311.005,86.604,3822.0,3822.0,3500.000,0.000,1.092,9.193,597272.197,144.545,
2654,76,motorway,866,737,"LINESTRING (-88.301928 41.690231, -88.330507 41.754157)",7.355946,4.571750,7.355946,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1810.4,2804.6,3099.8,1810.4,2804.6,3099.8,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.9,1.4,1.5,8.1,11.6,13.7,273840.8,450341.3,530010.1,69.5,95.7,103.7,1810.4,1810.4,2000.000,0.000,0.905,8.097,273840.778,69.531,2804.6,2804.6,2000.000,0.000,1.402,11.623,450341.333,95.650,3099.8,3099.8,2000.000,0.000,1.550,13.723,530010.145,103.683,
2655,76,motorway,866,810,"LINESTRING (-88.301945 41.690195, -88.218589 41.714505)",7.363798,4.576630,7.363798,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1061.7,1692.4,2280.5,1061.7,1692.4,2280.5,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.4,0.7,0.9,7.4,7.6,8.1,162352.0,257692.6,345283.5,43.1,67.6,87.5,1061.7,1061.7,2500.000,0.000,0.425,7.400,162351.950,43.128,1692.4,1692.4,2500.000,0.000,0.677,7.596,257692.566,67.569,2280.5,2280.5,2500.000,0.000,0.912,8.129,345283.493,87.548,
2656,76,motorway,866,812,"LINESTRING (-88.301958 41.690195, -88.217411 41.670387)",7.295447,4.534150,7.295447,60.000000,-60.000000,1000.000000,-1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,482.8,1185.5,1385.4,482.8,1185.5,1385.4,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.5,1.2,1.4,7.4,9.5,11.3,73099.7,179847.1,219411.3,19.4,42.1,47.0,482.8,482.8,1000.000,0.000,0.483,7.355,73099.712,19.387,1185.5,1185.5,1000.000,0.000,1.185,9.457,179847.090,42.129,1385.4,1385.4,1000.000,0.000,1.385,11.327,219411.251,47.008,
2657,76,motorway,866,865,"LINESTRING (-88.301951 41.690246, -88.418650 41.694748)",9.631120,5.985780,9.631120,60.000000,-60.000000,1000.000000,-1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,361.5,580.4,1146.9,361.5,580.4,1146.9,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.4,0.6,1.1,9.7,9.8,12.1,72339.9,115839.1,228746.0,19.2,30.6,54.3,361.5,361.5,1000.000,0.000,0.362,9.656,72339.919,19.239,580.4,580.4,1000.000,0.000,0.580,9.795,115839.088,30.588,1146.9,1146.9,1000.000,0.000,1.147,12.131,228745.955,54.348,
2658,76,motorway,866,868,"LINESTRING (-88.301968 41.690241, -88.412713 41.603806)",13.118595,8.153260,13.118595,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,443.0,548.3,764.0,443.0,548.3,764.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.3,0.4,0.5,13.1,13.2,13.3,120771.1,149446.9,207924.7,32.1,39.7,55.1,443.0,443.0,1500.000,0.000,0.295,13.134,120771.140,32.142,548.3,548.3,1500.000,0.000,0.366,13.154,149446.945,39.743,764.0,764.0,1500.000,0.000,0.509,13.251,207924.736,55.092,
2659,76,motorway,866,869,"LINESTRING (-88.301978 41.690218, -88.296024 41.601081)",9.729140,6.046700,9.729140,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,389.4,836.3,1564.2,389.4,836.3,1564.2,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.2,0.3,0.6,9.7,9.7,10.0,78738.0,169062.2,315055.3,21.0,45.0,83.0,389.4,389.4,2500.000,0.000,0.156,9.730,78738.041,20.966,836.3,836.3,2500.000,0.000,0.335,9.747,169062.162,44.978,1564.2,1564.2,2500.000,0.000,0.626,9.953,315055.253,82.951,
2660,76,motorway,867,321,"LINESTRING (-88.525839 41.597503, -88.537736 41.588499)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,219.8,329.7,439.6,219.8,329.7,439.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,6341.0,9511.5,12682.1,1.7,2.5,3.4,219.8,219.8,49500.000,0.000,0.004,1.388,6341.029,1.689,329.7,329.7,49500.000,0.000,0.007,1.388,9511.544,2.533,439.6,439.6,49500.000,0.000,0.009,1.388,12682.058,3.377,
2661,76,motorway,867,864,"LINESTRING (-88.525797 41.597483, -88.528178 41.686619)",9.718730,6.040230,9.718730,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,153.4,344.4,1215.0,153.4,344.4,1215.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.1,0.2,0.8,9.7,9.7,10.3,30991.0,69576.7,243302.4,8.3,18.5,62.8,153.4,153.4,1500.000,0.000,0.102,9.719,30990.994,8.253,344.4,344.4,1500.000,0.000,0.230,9.723,69576.670,18.524,1215.0,1215.0,1500.000,0.000,0.810,10.346,243302.352,62.805,
2662,76,motorway,867,868,"LINESTRING (-88.525822 41.597456, -88.412696 41.603759)",9.349432,5.810710,9.349432,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,343.0,575.1,1450.2,343.0,575.1,1450.2,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.1,0.2,0.4,9.3,9.4,9.4,66666.2,111758.4,281580.4,17.8,29.8,74.8,343.0,343.0,3500.000,0.000,0.098,9.350,66666.160,17.753,575.1,575.1,3500.000,0.000,0.164,9.350,111758.425,29.759,1450.2,1450.2,3500.000,0.000,0.414,9.391,281580.422,74.818,
2663,76,motorway,867,870,"LINESTRING (-88.525849 41.597481, -88.523467 41.511046)",9.424347,5.857270,9.424347,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,73.2,116.9,308.8,73.2,116.9,308.8,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.1,0.2,9.4,9.4,9.4,14333.9,22896.5,60485.4,3.8,6.1,16.1,73.2,73.2,1500.000,0.000,0.049,9.424,14333.867,3.817,116.9,116.9,1500.000,0.000,0.078,9.424,22896.546,6.097,308.8,308.8,1500.000,0.000,0.206,9.427,60485.374,16.105,
2664,76,motorway,868,322,"LINESTRING (-88.412713 41.603806, -88.424615 41.594801)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,417.8,626.7,835.6,417.8,626.7,835.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,12054.5,18081.8,24109.1,3.2,4.8,6.4,417.8,417.8,49500.000,0.000,0.008,1.388,12054.533,3.210,626.7,626.7,49500.000,0.000,0.013,1.388,18081.801,4.815,835.6,835.6,49500.000,0.000,0.017,1.388,24109.066,6.420,
2665,76,motorway,868,865,"LINESTRING (-88.412671 41.603787, -88.418625 41.694724)",9.925197,6.168550,9.925197,60.000000,-60.000000,500.000000,-1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,224.7,465.1,674.0,224.7,465.1,674.0,500.0,500.0,500.0,0.0,0.0,0.0,0.4,0.9,1.3,10.0,11.0,14.8,46298.7,94891.5,143613.0,12.3,24.0,31.3,224.7,224.7,500.000,0.000,0.449,9.986,46298.660,12.291,465.1,465.1,500.000,0.000,0.930,11.040,94891.547,23.970,674.0,674.0,500.000,0.000,1.348,14.841,143613.044,31.347,
2666,76,motorway,868,866,"LINESTRING (-88.412681 41.603764, -88.301936 41.690199)",13.118595,8.153260,13.118595,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,875.7,1184.6,1397.4,875.7,1184.6,1397.4,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.6,0.8,0.9,13.3,13.9,14.6,238036.5,320373.0,376852.5,62.8,82.9,95.2,875.7,875.7,1500.000,0.000,0.584,13.347,238036.533,62.843,1184.6,1184.6,1500.000,0.000,0.790,13.884,320372.969,82.940,1397.4,1397.4,1500.000,0.000,0.932,14.601,376852.533,95.164,
2667,76,motorway,868,867,"LINESTRING (-88.412698 41.603811, -88.525824 41.597508)",9.349432,5.810710,9.349432,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,179.3,315.5,937.1,179.3,315.5,937.1,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.1,0.1,0.3,9.3,9.3,9.4,34845.0,61304.8,182077.0,9.3,16.3,48.5,179.3,179.3,3500.000,0.000,0.051,9.349,34844.999,9.279,315.5,315.5,3500.000,0.000,0.090,9.350,61304.845,16.325,937.1,937.1,3500.000,0.000,0.268,9.357,182076.990,48.467,
2668,76,motorway,868,869,"LINESTRING (-88.412698 41.603759, -88.295999 41.601057)",9.623107,5.980800,9.623107,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,150.8,269.1,1144.8,150.8,269.1,1144.8,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.1,0.1,0.6,9.6,9.6,9.8,30161.3,53835.2,228318.9,8.0,14.3,60.3,150.8,150.8,2000.000,0.000,0.075,9.623,30161.283,8.032,269.1,269.1,2000.000,0.000,0.135,9.624,53835.229,14.336,1144.8,1144.8,2000.000,0.000,0.572,9.778,228318.894,60.317,
2669,76,motorway,868,871,"LINESTRING (-88.412723 41.603784, -88.409150 41.511946)",10.015526,6.224690,10.015526,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,250.0,454.5,769.1,250.0,454.5,769.1,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.1,0.2,0.3,10.0,10.0,10.0,52047.4,94622.3,160070.3,13.9,25.2,42.6,250.0,250.0,2500.000,0.000,0.100,10.016,52047.446,13.860,454.5,454.5,2500.000,0.000,0.182,10.017,94622.283,25.195,769.1,769.1,2500.000,0.000,0.308,10.029,160070.260,42.597,
2670,76,motorway,869,323,"LINESTRING (-88.296014 41.601104, -88.307915 41.592100)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,54.1,81.1,108.1,54.1,81.1,108.1,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,1560.0,2340.0,3120.0,0.4,0.6,0.8,54.1,54.1,49500.000,0.000,0.001,1.388,1560.012,0.415,81.1,81.1,49500.000,0.000,0.002,1.388,2340.018,0.623,108.1,108.1,49500.000,0.000,0.002,1.388,3120.024,0.831,
2671,76,motorway,869,818,"LINESTRING (-88.295991 41.601058, -88.215017 41.624468)",7.145360,4.440870,7.145360,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,99.2,237.0,611.0,99.2,237.0,611.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.1,0.2,0.4,7.1,7.1,7.2,14734.9,35197.5,90681.7,3.9,9.4,24.1,99.2,99.2,1500.000,0.000,0.066,7.145,14734.907,3.924,237.0,237.0,1500.000,0.000,0.158,7.146,35197.547,9.372,611.0,611.0,1500.000,0.000,0.407,7.175,90681.672,24.098,
2672,76,motorway,869,820,"LINESTRING (-88.296004 41.601057, -88.212648 41.583050)",7.145360,4.440870,7.145360,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,310.9,735.3,1906.5,310.9,735.3,1906.5,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.2,0.5,1.3,7.1,7.2,9.9,46176.0,109035.5,287161.4,12.3,28.9,65.0,310.9,310.9,1500.000,0.000,0.207,7.147,46176.001,12.295,735.3,735.3,1500.000,0.000,0.490,7.207,109035.514,28.911,1906.5,1906.5,1500.000,0.000,1.271,9.942,287161.411,64.953,
2673,76,motorway,869,866,"LINESTRING (-88.295972 41.601085, -88.301926 41.690222)",9.729140,6.046700,9.729140,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,635.1,1290.4,2316.3,635.1,1290.4,2316.3,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.3,0.5,0.9,9.7,9.8,10.8,128416.0,260441.4,463294.9,34.2,69.0,117.1,635.1,635.1,2500.000,0.000,0.254,9.735,128416.032,34.186,1290.4,1290.4,2500.000,0.000,0.516,9.833,260441.397,68.988,2316.3,2316.3,2500.000,0.000,0.927,10.805,463294.912,117.120,
2674,76,motorway,869,868,"LINESTRING (-88.295997 41.601109, -88.412696 41.603811)",9.623107,5.980800,9.623107,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,101.4,164.2,746.0,101.4,164.2,746.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.1,0.1,0.4,9.6,9.6,9.7,20274.9,32847.3,149137.4,5.4,8.7,39.7,101.4,101.4,2000.000,0.000,0.051,9.623,20274.940,5.399,164.2,164.2,2000.000,0.000,0.082,9.623,32847.250,8.747,746.0,746.0,2000.000,0.000,0.373,9.651,149137.371,39.657,
2675,76,motorway,869,872,"LINESTRING (-88.296024 41.601082, -88.293643 41.514647)",9.424347,5.857270,9.424347,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,214.7,328.4,616.2,214.7,328.4,616.2,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.1,0.1,0.2,9.4,9.4,9.4,42061.6,64329.7,120688.3,11.2,17.1,32.1,214.7,214.7,2500.000,0.000,0.086,9.424,42061.624,11.201,328.4,328.4,2500.000,0.000,0.131,9.425,64329.684,17.130,616.2,616.2,2500.000,0.000,0.246,9.430,120688.259,32.130,
2676,76,motorway,870,324,"LINESTRING (-88.523457 41.511068, -88.535355 41.502066)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,82.4,123.6,164.8,82.4,123.6,164.8,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,2376.8,3565.2,4753.6,0.6,0.9,1.3,82.4,82.4,49500.000,0.000,0.002,1.388,2376.804,0.633,123.6,123.6,49500.000,0.000,0.002,1.388,3565.206,0.949,164.8,164.8,49500.000,0.000,0.003,1.388,4753.608,1.266,
2677,76,motorway,870,867,"LINESTRING (-88.523415 41.511048, -88.525797 41.597483)",9.424347,5.857270,9.424347,60.000000,-60.000000,1500.000000,-500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,140.2,219.0,506.7,140.2,219.0,506.7,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.1,0.1,0.3,9.4,9.4,9.4,27457.6,42897.0,99212.7,7.3,11.4,26.4,140.2,140.2,1500.000,0.000,0.093,9.424,27457.603,7.312,219.0,219.0,1500.000,0.000,0.146,9.425,42896.994,11.423,506.7,506.7,1500.000,0.000,0.338,9.443,99212.668,26.394,
2678,76,motorway,870,871,"LINESTRING (-88.523441 41.511021, -88.409124 41.511921)",9.422819,5.856320,9.422819,60.000000,-60.000000,5500.000000,3500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,134.1,207.2,427.3,134.1,207.2,427.3,5500.0,5500.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.1,9.4,9.4,9.4,26273.9,40574.9,83688.2,7.0,10.8,22.3,134.1,134.1,5500.000,0.000,0.024,9.423,26273.930,6.997,207.2,207.2,5500.000,0.000,0.038,9.423,40574.879,10.805,427.3,427.3,5500.000,0.000,0.078,9.423,83688.170,22.285,
2679,76,motorway,871,325,"LINESTRING (-88.409140 41.511968, -88.421037 41.502962)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,46.9,70.4,93.9,46.9,70.4,93.9,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,1354.0,2031.0,2708.0,0.4,0.5,0.7,46.9,46.9,49500.000,0.000,0.001,1.388,1354.011,0.361,70.4,70.4,49500.000,0.000,0.001,1.388,2031.016,0.541,93.9,93.9,49500.000,0.000,0.002,1.388,2708.022,0.721,
2680,76,motorway,871,868,"LINESTRING (-88.409098 41.511948, -88.412671 41.603786)",10.015526,6.224690,10.015526,60.000000,-60.000000,2500.000000,500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,440.7,774.0,960.8,440.7,774.0,960.8,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.2,0.3,0.4,10.0,10.0,10.0,91753.6,161092.6,199894.4,24.4,42.9,53.1,440.7,440.7,2500.000,0.000,0.176,10.017,91753.592,24.432,774.0,774.0,2500.000,0.000,0.310,10.029,161092.636,42.868,960.8,960.8,2500.000,0.000,0.384,10.048,199894.441,53.144,
