link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,moving_agent_vol_auto,moving_agent_vol_walk,moving_agent_vol_bike,moving_agent_vol_bus,moving_agent_vol_truck,moving_agent_vol_cav,moving_agent_vol_ev,moving_agent_vol_hov,MEU_vol_auto,MEU_vol_walk,MEU_vol_bike,MEU_vol_bus,MEU_vol_truck,MEU_vol_cav,MEU_vol_ev,MEU_vol_hov,mode_link_cap_auto,mode_link_cap_walk,mode_link_cap_bike,mode_link_cap_bus,mode_link_cap_truck,mode_link_cap_cav,mode_link_cap_ev,mode_link_cap_hov,mode_DOC_auto,mode_DOC_walk,mode_DOC_bike,mode_DOC_bus,mode_DOC_truck,mode_DOC_cav,mode_DOC_ev,mode_DOC_hov,mode_TT_auto,mode_TT_walk,mode_TT_bike,mode_TT_bus,mode_TT_truck,mode_TT_cav,mode_TT_ev,mode_TT_hov,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
62,62,bpr,20,21,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6946.000,-1.000,0.000,,24:3346;,0.000,0.000,0.000,,,,0.000,6946.000,15.000,24.000,14.916,0.400,9.990,9.990,5059.912,5059.912,0.000,0.000,0.000,1.000,1.000,69460.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,25901.803,1736.500,25901.803,1736.500,1041.900,919.324,"LINESTRING (-96.711248 43.515591, -96.731042 43.510742)",6946.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6946.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5059.912,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6946.000,6946.000,0.000,24.000,24.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
63,63,bpr,20,22,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,5003.000,-1.000,0.000,,23:1300;,0.000,0.000,0.000,,,,0.000,5003.000,15.000,20.000,12.430,0.333,9.857,9.857,5075.697,5075.697,0.000,0.000,0.000,1.000,1.000,50030.000,0.955,1.142,13.014,0.083,60.000,51.000,0.400,4.000,0.020,0.004,15546.924,1250.750,15546.924,1250.750,833.833,760.260,"LINESTRING (-96.711191 43.515598, -96.731248 43.515123)",5003.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5003.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5075.697,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.856774,0.000000,0.000000,0.000000,9.856774,9.856774,9.856774,9.856774,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5003.000,5003.000,0.000,20.000,20.000,0.000,9.857,9.857,0.000,13.014,13.014,0.000,period-based
64,64,bpr,21,20,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6840.000,-1.000,0.000,,18:2501;19:1700;,0.000,0.000,0.000,,,,0.000,6840.000,15.000,24.000,14.916,0.400,9.990,9.990,5059.912,5059.912,0.000,0.000,0.000,1.000,1.000,68400.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,25506.525,1710.000,25506.525,1710.000,1026.000,905.294,"LINESTRING (-96.730916 43.510228, -96.711122 43.515076)",6840.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6840.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5059.912,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6840.000,6840.000,0.000,24.000,24.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
65,65,bpr,21,22,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,8682.000,-1.000,0.000,,15:3777;23:693;,0.000,0.000,0.000,,,,0.000,8682.000,15.000,8.000,4.972,0.133,9.990,9.990,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,86820.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,10791.796,2170.500,10791.796,2170.500,1881.100,1830.029,"LINESTRING (-96.730715 43.510501, -96.730977 43.514874)",8682.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8682.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5229.910,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8682.000,8682.000,0.000,8.000,8.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
66,66,bpr,21,24,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,7326.000,-1.000,0.000,,13:4296;23:15;,0.000,0.000,0.000,,,,0.000,7326.000,15.000,12.000,7.458,0.200,9.990,9.990,4885.358,4885.358,0.000,0.000,0.000,1.000,1.000,73260.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,13659.416,1831.500,13659.416,1831.500,1465.200,1400.559,"LINESTRING (-96.731078 43.510731, -96.749299 43.503410)",7326.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7326.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4885.358,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7326.000,7326.000,0.000,12.000,12.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
67,67,bpr,22,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,18676.000,-1.000,0.000,,10:12022;14:1611;19:1226;,0.000,0.000,0.000,,,,0.000,18676.000,15.000,12.000,7.458,0.200,9.990,9.990,9599.181,9599.181,0.000,0.000,0.000,1.000,1.000,186760.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,34821.629,4669.000,34821.629,4669.000,3735.200,3570.412,"LINESTRING (-96.730977 43.514863, -96.731239 43.529406)",18676.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18676.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9599.181,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18676.000,18676.000,0.000,12.000,12.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
68,68,bpr,22,20,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,4211.000,-1.000,0.000,,18:1111;,0.000,0.000,0.000,,,,0.000,4211.000,15.000,20.000,12.430,0.333,8.296,8.296,5075.697,5075.697,0.000,0.000,0.000,1.000,1.000,42110.000,0.955,1.142,10.690,0.083,60.000,51.000,0.400,4.000,0.039,0.010,13085.768,1052.750,13085.768,1052.750,701.833,639.907,"LINESTRING (-96.731235 43.514593, -96.711179 43.515069)",4211.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4211.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5075.697,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,8.296397,0.000000,0.000000,0.000000,8.296397,8.296397,8.296397,8.296397,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,4211.000,4211.000,0.000,20.000,20.000,0.000,8.296,8.296,0.000,10.690,10.690,0.000,period-based
69,69,bpr,22,21,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,8118.000,-1.000,0.000,,24:2433;,0.000,0.000,0.000,,,,0.000,8118.000,15.000,8.000,4.972,0.133,9.990,9.990,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,81180.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,10090.739,2029.500,10090.739,2029.500,1758.900,1711.147,"LINESTRING (-96.731506 43.514842, -96.731244 43.510469)",8118.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8118.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5229.910,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8118.000,8118.000,0.000,8.000,8.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
70,70,bpr,22,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,4112.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,4112.000,15.000,16.000,9.944,0.267,8.224,8.224,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,41120.000,0.955,1.142,10.583,0.083,60.000,51.000,0.400,4.000,0.041,0.010,10222.498,1028.000,10222.498,1028.000,753.867,705.490,"LINESTRING (-96.731241 43.515123, -96.750904 43.515123)",4112.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4112.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,8.224000,0.000000,0.000000,0.000000,8.224000,8.224000,8.224000,8.224000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,4112.000,4112.000,0.000,16.000,16.000,0.000,8.224,8.224,0.000,10.583,10.583,0.000,period-based
71,71,bpr,23,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,9587.000,-1.000,0.000,,11:6790;15:1287;,0.000,0.000,0.000,,,,0.000,9587.000,15.000,16.000,9.944,0.267,9.990,9.990,4924.791,4924.791,0.000,0.000,0.000,1.000,1.000,95870.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,23833.438,2396.750,23833.438,2396.750,1757.617,1644.828,"LINESTRING (-96.750640 43.514861, -96.750771 43.529309)",9587.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9587.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4924.791,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9587.000,9587.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
72,72,bpr,23,22,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,3815.000,-1.000,0.000,,15:19;20:1003;21:693;,0.000,0.000,0.000,,,,0.000,3815.000,15.000,16.000,9.944,0.267,7.630,7.630,5000.000,5000.000,0.000,0.000,0.000,1.000,1.000,38150.000,0.955,1.142,9.715,0.083,60.000,51.000,0.400,4.000,0.055,0.014,9484.151,953.750,9484.151,953.750,699.417,654.534,"LINESTRING (-96.750904 43.514593, -96.731241 43.514593)",3815.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3815.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,7.630000,0.000000,0.000000,0.000000,7.630000,7.630000,7.630000,7.630000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3815.000,3815.000,0.000,16.000,16.000,0.000,7.630,7.630,0.000,9.715,9.715,0.000,period-based
73,73,bpr,23,24,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,2334.000,-1.000,0.000,,13:817;21:15;,0.000,0.000,0.000,,,,0.000,2334.000,15.000,8.000,4.972,0.133,4.596,4.596,5078.508,5078.508,0.000,0.000,0.000,1.000,1.000,23340.000,0.955,1.142,5.447,0.083,60.000,51.000,0.400,4.000,0.416,0.144,2901.181,583.500,2901.181,583.500,505.700,491.971,"LINESTRING (-96.751166 43.514820, -96.749462 43.503126)",2334.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2334.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5078.508,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,4.595838,0.000000,0.000000,0.000000,4.595838,4.595838,4.595838,4.595838,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,2334.000,2334.000,0.000,8.000,8.000,0.000,4.596,4.596,0.000,5.447,5.447,0.000,period-based
74,74,bpr,24,13,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,8296.000,-1.000,0.000,,12:3483;,0.000,0.000,0.000,,,,0.000,8296.000,15.000,16.000,9.944,0.267,9.990,9.990,5091.256,5091.256,0.000,0.000,0.000,1.000,1.000,82960.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,20623.990,2074.000,20623.990,2074.000,1520.933,1423.333,"LINESTRING (-96.749272 43.503419, -96.793448 43.490962)",8296.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8296.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5091.256,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8296.000,8296.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
75,75,bpr,24,21,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,7784.000,-1.000,0.000,,20:3240;22:2829;,0.000,0.000,0.000,,,,0.000,7784.000,15.000,12.000,7.458,0.200,9.990,9.990,4885.358,4885.358,0.000,0.000,0.000,1.000,1.000,77840.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,14513.362,1946.000,14513.362,1946.000,1556.800,1488.118,"LINESTRING (-96.749102 43.502919, -96.730880 43.510239)",7784.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7784.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4885.358,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7784.000,7784.000,0.000,12.000,12.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
76,76,bpr,24,23,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,1938.000,-1.000,0.000,,14:420;,0.000,0.000,0.000,,,,0.000,1938.000,15.000,8.000,4.972,0.133,3.816,3.816,5078.508,5078.508,0.000,0.000,0.000,1.000,1.000,19380.000,0.955,1.142,4.405,0.083,60.000,51.000,0.400,4.000,0.866,0.336,2408.950,484.500,2408.950,484.500,419.900,408.500,"LINESTRING (-96.748938 43.503202, -96.750642 43.514896)",1938.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1938.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5078.508,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,3.816081,0.000000,0.000000,0.000000,3.816081,3.816081,3.816081,3.816081,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,1938.000,1938.000,0.000,8.000,8.000,0.000,3.816,3.816,0.000,4.405,4.405,0.000,period-based
